codigo_escola;ano;anos_escolares;ideb;indicador_rendimento;nota_saeb_matematica;nota_saeb_lingua_portuguesa;nota_saeb_media_padronizada
35011757;2017;todos (1-4);4.8;0.95699197;288.17;285.66;5.0131931
35011757;2019;todos (1-4);5.2;0.969087;297.41;300.73;5.368567
35011757;2021;todos (1-4);5.1;0.939912;298.74;305.43;5.457606
35011757;2023;todos (1-4);4.3;0.961263;262.52;274.8;4.490365
35011770;2015;anos_finais;4.4;0.88069201;251.6;251.44;5.0506668
35011770;2017;anos_finais;4.4;0.84273797;254.55;258.32;5.2148328
35011770;2019;anos_finais;;0.97938198;;;
35011770;2021;anos_finais;4.7;0.967214;240.56;251.64;4.87
35011770;2023;anos_finais;4.4;0.967595;231.71;241.7;4.556833
35011770;2017;todos (1-4);;0.79990602;;;
35011770;2019;todos (1-4);;0.982602;;;
35011770;2021;todos (1-4);;0.96653;;;
35011770;2023;todos (1-4);3.7;0.89795;248.79;262.9;4.119385
35011782;2015;anos_finais;6.6;0.996463;302.13;294.76;6.6148329
35011782;2017;anos_finais;6.7;1;301.82;297.92;6.6626668
35011782;2019;anos_finais;7.2;1;324.08;308.58;7.2113328
35011782;2021;anos_finais;7.1;1;312.68;311.14;7.063667
35011782;2023;anos_finais;6.6;1;295.66;301.42;6.618
35011794;2015;anos_finais;4.6;0.875386;254.44;258.64;5.2179999
35011794;2017;anos_finais;;0.86562997;;;
35011794;2019;anos_finais;;0.94568199;;;
35011794;2021;anos_finais;4.3;1;225.18;234.43;4.326833
35011794;2023;anos_finais;5.5;0.995438;264.37;265.24;5.4935
35011794;2017;todos (1-4);;0.81810701;;;
35011794;2019;todos (1-4);4.3;0.927975;266.17;278.39;4.5955219
35011794;2021;todos (1-4);;0.987313;;;
35011794;2023;todos (1-4);3.8;0.963242;248.11;249.07;3.902798
35011812;2015;anos_finais;6.1;0.99296701;280.72;286.08;6.1133332
35011812;2017;anos_finais;5.8;0.99824101;273.11;278.04;5.8526669
35011812;2019;anos_finais;6.1;0.99518102;282.86;286.16;6.1504998
35011812;2021;anos_finais;5.8;1;267.85;282.27;5.835333
35011812;2023;anos_finais;5.6;0.995983;263.37;274.43;5.63
35011812;2017;todos (1-4);4.7;0.95208597;285.64;283.72;4.948617
35011812;2019;todos (1-4);5.4;0.99596798;291.98;306.17;5.3740301
35011812;2021;todos (1-4);4.9;0.983992;280.01;293.54;5.01655
35011812;2023;todos (1-4);4.9;0.992324;276.83;293.9;4.977277
35011824;2015;anos_finais;;;;;
35011824;2017;anos_finais;5.6;0.96521199;269.92;277.33;5.7876668
35011824;2019;anos_finais;5.4;0.98006099;262.35;265.54;5.4650002
35011824;2021;anos_finais;5.3;0.989;260.43;263.76;5.403167
35011824;2023;anos_finais;;;;;
35011824;2017;todos (1-4);;0.82642698;;;
35011824;2019;todos (1-4);;0.91619301;;;
35011824;2021;todos (1-4);;0.963867;;;
35011824;2023;todos (1-4);4;0.858577;267.31;282.05;4.666174
35011836;2015;anos_finais;5.6;0.98249203;269.15;271.62;5.6795001
35011836;2017;anos_finais;5;0.89453602;266.25;272.39;5.6441669
35011836;2019;anos_finais;5.8;0.976161;273.7;280.42;5.9021668
35011836;2021;anos_finais;5.8;0.997227;269.23;278.4;5.793833
35011836;2023;anos_finais;5.1;1;252.2;256.71;5.1485
35011836;2017;todos (1-4);;0.79283601;;;
35011836;2019;todos (1-4);;0.99799198;;;
35011836;2021;todos (1-4);;0.930009;;;
35011836;2023;todos (1-4);4.7;1;266.39;284.83;4.694869
35011848;2015;anos_finais;5.1;0.94126898;261.17;261.31;5.3746672
35011848;2017;anos_finais;3.4;0.67699999;263.36;238.27;5.0275002
35011848;2019;anos_finais;;;;;
35011848;2021;anos_finais;;;;;
35011848;2023;anos_finais;;;;;
35011848;2015;anos_iniciais;;;;;
35011848;2017;anos_iniciais;;;;;
35011848;2019;anos_iniciais;;;;;
35011848;2021;anos_iniciais;;;;;
35011848;2023;anos_iniciais;;;;;
35011848;2017;todos (1-4);;0.71494102;;;
35011848;2019;todos (1-4);;;;;
35011848;2021;todos (1-4);;;;;
35011848;2023;todos (1-4);;;;;
35011861;2015;anos_finais;5.1;0.92167503;265.89;267.86;5.5625
35011861;2017;anos_finais;;0.93732798;;;
35011861;2019;anos_finais;4.9;0.99497402;244.25;251.8;4.9343328
35011861;2021;anos_finais;;0.965065;;;
35011861;2023;anos_finais;;0.976812;;;
35011873;2015;anos_iniciais;6.6;1;242.12;218.6;6.5592089
35011873;2017;anos_iniciais;7.2;0.984043;260.3;240.36;7.3021641
35011873;2019;anos_iniciais;6.6;0.96897501;251.92;221.5;6.79915
35011873;2021;anos_iniciais;6.7;0.995106;246.68;225.26;6.767323
35011873;2023;anos_iniciais;6.3;0.989366;233.45;218.98;6.40066
35011885;2015;anos_finais;4.7;0.93545097;253.43;249.62;5.0508332
35011885;2017;anos_finais;;0.92921299;;;
35011885;2019;anos_finais;5;0.97497302;255.44;254.03;5.1581669
35011885;2021;anos_finais;4.7;0.992589;239.73;243.9;4.727167
35011885;2023;anos_finais;4.8;1;243.4;246.21;4.826833
35011885;2015;anos_iniciais;;;;;
35011885;2017;anos_iniciais;;;;;
35011885;2019;anos_iniciais;;;;;
35011885;2021;anos_iniciais;;;;;
35011885;2023;anos_iniciais;;;;;
35011885;2017;todos (1-4);3.6;0.78428799;271.36;276.83;4.6452022
35011885;2019;todos (1-4);4;0.87949902;264.5;273.5;4.498713
35011885;2021;todos (1-4);;0.924672;;;
35011885;2023;todos (1-4);4.2;0.980813;256.72;268.03;4.307557
35011897;2015;anos_finais;;;;;
35011897;2017;anos_finais;;;;;
35011897;2019;anos_finais;;;;;
35011897;2021;anos_finais;;;;;
35011897;2023;anos_finais;;;;;
35011897;2017;todos (1-4);5.7;0.99698198;311.89;312.69;5.7509799
35011897;2019;todos (1-4);6.1;0.993981;327.1;321.64;6.0987349
35011897;2021;todos (1-4);5.9;1;314.15;320.19;5.894997
35011897;2023;todos (1-4);5.4;0.993243;289.44;310.13;5.397347
35011903;2015;anos_finais;5.1;0.95679498;254.08;266.74;5.3470001
35011903;2017;anos_finais;;;;;
35011903;2019;anos_finais;;;;;
35011903;2021;anos_finais;5.1;0.960026;257.55;263.86;5.356833
35011903;2023;anos_finais;4.6;0.981562;239.88;243.98;4.731
35011903;2017;todos (1-4);;0.86700898;;;
35011903;2019;todos (1-4);4.7;0.99731898;272.39;281.92;4.7357249
35011903;2021;todos (1-4);;0.916907;;;
35011903;2023;todos (1-4);4.1;0.92626;260.33;272.41;4.423828
35011915;2017;todos (1-4);;0.65156502;;;
35011915;2019;todos (1-4);;0.87624002;;;
35011915;2021;todos (1-4);;0.847394;;;
35011915;2023;todos (1-4);3.6;0.867875;249.64;263.55;4.141053
35011927;2015;anos_finais;5.3;0.90596598;271.24;282.94;5.9029999
35011927;2017;anos_finais;5.2;0.85851002;274.51;286.75;6.0211668
35011927;2019;anos_finais;5.7;0.96398199;276.73;279.85;5.9433331
35011927;2021;anos_finais;5.9;0.991473;273.49;282.81;5.938333
35011927;2023;anos_finais;5.9;1;271.96;280.11;5.867833
35011927;2017;todos (1-4);4.5;0.87305897;285.27;294.08;5.0988011
35011927;2019;todos (1-4);5.1;0.94954598;292.89;308.22;5.4173498
35011927;2021;todos (1-4);4.8;0.94827;284.5;292.52;5.064343
35011927;2023;todos (1-4);4.7;0.966186;277.01;284.99;4.846421
35011940;2015;anos_finais;4.7;0.92088097;253.58;255.22;5.146667
35011940;2017;anos_finais;4.6;0.94029498;245.55;246.33;4.8646669
35011940;2019;anos_finais;5;0.985708;259.42;245.35;5.0796671
35011940;2021;anos_finais;;0.983744;;;
35011940;2023;anos_finais;4.6;0.967584;237.28;244.87;4.7025
35011940;2017;todos (1-4);;0.91929102;;;
35011940;2019;todos (1-4);;0.98691499;;;
35011940;2021;todos (1-4);4;0.972231;255.78;253.6;4.078337
35011940;2023;todos (1-4);4.1;0.964021;253.35;266.93;4.243759
35011952;2015;anos_finais;5;0.90265501;263.48;266.04;5.4920001
35011952;2017;anos_finais;;0.96873099;;;
35011952;2019;anos_finais;5.1;0.92634898;258.97;269.29;5.4711671
35011952;2021;anos_finais;5.3;0.985287;258.17;261.87;5.334
35011952;2023;anos_finais;5.1;0.960986;256.44;261.38;5.297
35011952;2017;todos (1-4);;0.90909803;;;
35011952;2019;todos (1-4);4;0.90060902;260.97;270.5;4.4042239
35011952;2021;todos (1-4);;0.97993;;;
35011952;2023;todos (1-4);;0.958668;;;
35012002;2015;anos_finais;4.4;0.79920399;266.3;264.47;5.5128331
35012002;2017;anos_finais;;0.78399998;;;
35012002;2019;anos_finais;;;;;
35012002;2021;anos_finais;;;;;
35012002;2023;anos_finais;;;;;
35012002;2017;todos (1-4);;0.81249201;;;
35012002;2019;todos (1-4);;0.81590301;;;
35012002;2021;todos (1-4);;0.964278;;;
35012002;2023;todos (1-4);4.7;0.960698;279.34;283.23;4.852799
35012014;2015;anos_finais;4.9;0.95063102;258.44;250.54;5.1496668
35012014;2017;anos_finais;;0.89645499;;;
35012014;2019;anos_finais;5.2;0.97749102;257.64;263;5.3441672
35012014;2021;anos_finais;5.5;0.973141;269.19;271.24;5.673833
35012014;2023;anos_finais;5;0.95936;256.36;257.56;5.232
35012014;2017;todos (1-4);;0.93693298;;;
35012014;2019;todos (1-4);4.6;0.96097797;274.33;286.22;4.8273349
35012014;2021;todos (1-4);4.4;0.992214;254.82;275.43;4.39165
35012014;2023;todos (1-4);3.9;0.911127;253.51;265.74;4.228192
35012026;2015;anos_finais;4.4;0.88145298;251.7;247.96;4.9943328
35012026;2017;anos_finais;;0.85605103;;;
35012026;2019;anos_finais;5;0.96399599;257.95;255.16;5.218833
35012026;2021;anos_finais;5.1;0.980853;253.12;259.02;5.202333
35012026;2023;anos_finais;4.1;0.983827;226.41;222.17;4.143
35012026;2017;todos (1-4);;0.80076301;;;
35012026;2019;todos (1-4);;0.84876102;;;
35012026;2021;todos (1-4);;0.951495;;;
35012026;2023;todos (1-4);;0.94063;;;
35012038;2015;anos_finais;;;;;
35012038;2017;anos_finais;;;;;
35012038;2019;anos_finais;;;;;
35012038;2021;anos_finais;;;;;
35012038;2023;anos_finais;;;;;
35012038;2017;todos (1-4);;0.90540999;;;
35012038;2019;todos (1-4);4.6;0.92651498;279.08;288.92;4.934617
35012038;2021;todos (1-4);;1;;;
35012038;2023;todos (1-4);4.5;0.928708;273.23;285.62;4.802763
35012051;2015;anos_finais;5.5;0.94391501;275.38;271.54;5.7820001
35012051;2017;anos_finais;4.8;0.92022198;254.21;259.64;5.2308331
35012051;2019;anos_finais;5.5;0.90200001;283.94;284.82;6.1459999
35012051;2021;anos_finais;;;;;
35012051;2023;anos_finais;;;;;
35012051;2017;todos (1-4);;0.90757197;;;
35012051;2019;todos (1-4);4.9;0.98762798;279.83;291.94;4.990211
35012051;2021;todos (1-4);;0.972834;;;
35012051;2023;todos (1-4);4.7;0.992974;266.46;288.37;4.748846
35012063;2015;anos_finais;;;;;
35012063;2017;anos_finais;;;;;
35012063;2019;anos_finais;;;;;
35012063;2021;anos_finais;;;;;
35012063;2023;anos_finais;;;;;
35012063;2017;todos (1-4);4.9;0.98446399;272.2;296.63;4.9532571
35012063;2019;todos (1-4);4.9;0.976614;279.45;296.67;5.055541
35012063;2021;todos (1-4);;0.925578;;;
35012063;2023;todos (1-4);4.9;1;275.77;291.18;4.92167
35012075;2015;anos_finais;4;0.87526101;241.84;235.1;4.6156669
35012075;2017;anos_finais;;0.91311699;;;
35012075;2019;anos_finais;4.6;0.94955403;248.52;241.1;4.8270001
35012075;2021;anos_finais;5;0.981496;246.51;261;5.125167
35012075;2023;anos_finais;4.9;0.99075;243.12;252.03;4.919167
35012075;2017;todos (1-4);;0.852552;;;
35012075;2019;todos (1-4);4.1;0.92953402;264.04;267.39;4.4009352
35012075;2021;todos (1-4);4.6;1;265.56;277.13;4.567942
35012075;2023;todos (1-4);4.1;0.990489;250.73;262.18;4.135853
35012087;2015;anos_finais;5.4;1;262.33;260.48;5.380167
35012087;2017;anos_finais;5.6;1;264.1;273.38;5.6248331
35012087;2019;anos_finais;5.8;1;272.95;272.23;5.7531672
35012087;2021;anos_finais;5.8;1;271.8;276.8;5.81
35012087;2023;anos_finais;5.8;1;271.88;278.5;5.839667
35012129;2015;anos_finais;4.1;0.88846302;238.61;240.14;4.645833
35012129;2017;anos_finais;4.3;0.92687601;238.85;241.94;4.6798329
35012129;2019;anos_finais;4.5;0.96970701;237.02;240.66;4.6283331
35012129;2021;anos_finais;4.4;0.898234;241.85;248.93;4.846333
35012129;2023;anos_finais;4.9;0.97903;247.21;251.75;4.982667
35012129;2017;todos (1-4);3.8;0.92432499;261.76;251.5;4.1311789
35012129;2019;todos (1-4);4.2;0.97067201;261.08;264.95;4.3228259
35012129;2021;todos (1-4);;0.828606;;;
35012129;2023;todos (1-4);4.5;0.973373;266.2;282.44;4.656422
35012130;2015;anos_finais;4.4;0.90677798;249.12;238.74;4.797667
35012130;2017;anos_finais;4.8;0.94264799;245.63;260.25;5.098
35012130;2019;anos_finais;5.2;0.96065599;259.32;262.54;5.3645
35012130;2021;anos_finais;5.2;0.98034;262.77;257.16;5.332167
35012130;2023;anos_finais;5.2;0.994666;259.43;256.01;5.257333
35012130;2017;todos (1-4);3.3;0.84577698;243.52;250.14;3.85464
35012130;2019;todos (1-4);4.2;0.96578199;258.52;269.92;4.3614221
35012130;2021;todos (1-4);3.6;0.945642;236.3;256.17;3.843215
35012130;2023;todos (1-4);3.7;0.992901;239.47;247.09;3.751809
35012142;2015;anos_finais;;;;;
35012142;2017;anos_finais;;;;;
35012142;2019;anos_finais;;;;;
35012142;2021;anos_finais;;;;;
35012142;2023;anos_finais;;;;;
35012142;2017;todos (1-4);;0.99832797;;;
35012142;2019;todos (1-4);5.5;1;300.88;308.04;5.5268841
35012142;2021;todos (1-4);5;0.997992;280.1;291.92;4.993563
35012142;2023;todos (1-4);4.9;1;275.19;293.28;4.944961
35012178;2015;anos_finais;;;;;
35012178;2017;anos_finais;;;;;
35012178;2019;anos_finais;;;;;
35012178;2021;anos_finais;;;;;
35012178;2023;anos_finais;;;;;
35012178;2017;todos (1-4);;1;;;
35012178;2019;todos (1-4);5.7;0.98910099;309.13;313.82;5.7292819
35012178;2021;todos (1-4);5.2;0.989629;292.88;296.33;5.239075
35012178;2023;todos (1-4);4.9;0.974832;283.38;293.17;5.058343
35012191;2015;anos_finais;;;;;
35012191;2017;anos_finais;;;;;
35012191;2019;anos_finais;;;;;
35012191;2021;anos_finais;;;;;
35012191;2023;anos_finais;;;;;
35012191;2017;todos (1-4);;0.99698198;;;
35012191;2019;todos (1-4);5.7;0.993927;315.55;308.32;5.7371058
35012191;2021;todos (1-4);;0.979844;;;
35012191;2023;todos (1-4);5.2;1;286.22;296.86;5.15347
35012212;2017;todos (1-4);;0.91987097;;;
35012212;2019;todos (1-4);5;0.93949503;290.91;303.13;5.3132029
35012212;2021;todos (1-4);4.8;0.931582;281.73;302.13;5.1693
35012212;2023;todos (1-4);4.8;0.9673;269.93;297.82;4.939049
35012221;2015;anos_finais;4.6;0.97549999;245.49;237.66;4.7191672
35012221;2017;anos_finais;;;;;
35012221;2019;anos_finais;;;;;
35012221;2021;anos_finais;;;;;
35012221;2023;anos_finais;;;;;
35012221;2017;todos (1-4);4.1;0.957578;254.74;268.2;4.282443
35012221;2019;todos (1-4);;0.99765599;;;
35012221;2021;todos (1-4);4.2;0.896794;267.54;280.05;4.639464
35012221;2023;todos (1-4);4.4;0.974654;265.22;276.05;4.546999
35012233;2015;anos_finais;5.7;0.99492401;272.21;268.62;5.6805
35012233;2017;anos_finais;;0.97338402;;;
35012233;2019;anos_finais;6;0.97926301;286.51;279.98;6.1083331
35012233;2021;anos_finais;5.6;0.983633;266.17;273.01;5.653
35012233;2023;anos_finais;5.8;0.973657;277.32;280.24;5.959333
35012233;2017;todos (1-4);;0.94596601;;;
35012233;2019;todos (1-4);;0.96954602;;;
35012233;2021;todos (1-4);5.1;0.971598;288.89;297.53;5.201
35012233;2023;todos (1-4);4.1;0.935585;262.83;270.59;4.431695
35012245;2015;anos_finais;4.5;0.90953398;258.47;238.48;4.9491668
35012245;2017;anos_finais;4.5;0.88345301;250.97;256.45;5.1236668
35012245;2019;anos_finais;;;;;
35012245;2021;anos_finais;;;;;
35012245;2023;anos_finais;;;;;
35012245;2017;todos (1-4);;0.91157699;;;
35012245;2019;todos (1-4);4.8;0.93186498;285.73;300.48;5.2009201
35012245;2021;todos (1-4);4.4;0.997992;257.5;270.82;4.360279
35012245;2023;todos (1-4);3.9;0.98621;246.88;253.07;3.945403
35012269;2015;anos_finais;;;;;
35012269;2017;anos_finais;;;;;
35012269;2019;anos_finais;;;;;
35012269;2021;anos_finais;;;;;
35012269;2023;anos_finais;;;;;
35012269;2017;todos (1-4);;0.82459903;;;
35012269;2019;todos (1-4);4.1;0.84271801;282.14;280.85;4.8564959
35012269;2021;todos (1-4);;0.969532;;;
35012269;2023;todos (1-4);3.6;0.957265;241.45;246.48;3.770486
35012294;2015;anos_finais;4.2;0.90360397;243.16;238;4.6859999
35012294;2017;anos_finais;4.8;0.954835;247.28;253.8;5.018167
35012294;2019;anos_finais;4.9;0.974805;250.3;249.25;4.9928331
35012294;2021;anos_finais;4.6;0.970029;241.71;239.86;4.692833
35012294;2023;anos_finais;;0.993735;;;
35012294;2017;todos (1-4);;0.81525898;;;
35012294;2019;todos (1-4);4.3;0.94679999;266.45;275.95;4.5629268
35012294;2021;todos (1-4);4.6;0.955203;274.01;283.48;4.781682
35012294;2023;todos (1-4);3.8;0.947032;246.51;260.32;4.048739
35012300;2015;anos_finais;4.4;0.94436097;241.96;237.48;4.6573329
35012300;2017;anos_finais;4.5;0.92975199;242;246.57;4.8095002
35012300;2019;anos_finais;4.2;0.91812801;236.11;235.77;4.5316672
35012300;2021;anos_finais;4.6;0.976875;242.51;238.82;4.688833
35012300;2023;anos_finais;4.1;0.92541;230.74;237.92;4.477667
35012300;2017;todos (1-4);;0.85700798;;;
35012300;2019;todos (1-4);;0.84127301;;;
35012300;2021;todos (1-4);;0.870033;;;
35012300;2023;todos (1-4);3.2;0.842843;244.03;246.89;3.81286
35012324;2015;anos_finais;4.7;0.96217;250.97;240.22;4.8531671
35012324;2017;anos_finais;;0.886518;;;
35012324;2019;anos_finais;;0.87376601;;;
35012324;2021;anos_finais;;0.820683;;;
35012324;2023;anos_finais;4.8;0.951099;250.12;255.78;5.098333
35012324;2017;todos (1-4);;0.79959601;;;
35012324;2019;todos (1-4);;0.85691297;;;
35012324;2021;todos (1-4);;0.770087;;;
35012324;2023;todos (1-4);3.6;0.884162;249.1;257.67;4.045445
35012348;2015;anos_finais;4;0.82888597;245.37;245.06;4.8404999
35012348;2017;anos_finais;4.8;0.90965199;250.69;267.63;5.3053331
35012348;2019;anos_finais;4.9;0.864649;264.58;272.89;5.6248331
35012348;2021;anos_finais;;0.984752;;;
35012348;2023;anos_finais;5;0.986662;246.29;257.54;5.063833
35012348;2017;todos (1-4);;0.81426603;;;
35012348;2019;todos (1-4);4.3;0.84433401;285.92;294.02;5.1068912
35012348;2021;todos (1-4);;0.955172;;;
35012348;2023;todos (1-4);4.1;0.955387;253.54;266.99;4.247326
35012359;2015;anos_finais;;;;;
35012359;2017;anos_finais;5.1;0.903;265.48;274.35;5.6638331
35012359;2019;anos_finais;;;;;
35012359;2021;anos_finais;;;;;
35012359;2023;anos_finais;;;;;
35012359;2017;todos (1-4);4.4;0.88686597;282.07;286.52;4.9405432
35012359;2019;todos (1-4);5.2;0.97775197;293.7;303.98;5.3654032
35012359;2021;todos (1-4);;0.909864;;;
35012359;2023;todos (1-4);4.8;0.996982;272.97;289.99;4.86453
35012361;2015;anos_finais;4;0.87741899;232.06;241.81;4.5644999
35012361;2017;anos_finais;;0.91335797;;;
35012361;2019;anos_finais;;0.91853797;;;
35012361;2021;anos_finais;4.7;0.948213;250.12;247.38;4.958333
35012361;2023;anos_finais;;0.934537;;;
35012361;2017;todos (1-4);3.2;0.79903901;254.5;252.99;4.0513682
35012361;2019;todos (1-4);;0.79890901;;;
35012361;2021;todos (1-4);;0.74585;;;
35012361;2023;todos (1-4);4.3;0.900375;273.73;285.57;4.809037
35012373;2015;anos_finais;;;;;
35012373;2017;anos_finais;;;;;
35012373;2019;anos_finais;;;;;
35012373;2021;anos_finais;;;;;
35012373;2023;anos_finais;;;;;
35012373;2015;anos_iniciais;;;;;
35012373;2017;anos_iniciais;;;;;
35012373;2019;anos_iniciais;;;;;
35012373;2021;anos_iniciais;;;;;
35012373;2023;anos_iniciais;;;;;
35012373;2017;todos (1-4);4.1;0.94212699;267.73;259.89;4.3406258
35012373;2019;todos (1-4);4.5;0.97461897;270.1;278.98;4.6595411
35012373;2021;todos (1-4);;0.920472;;;
35012373;2023;todos (1-4);3.8;0.95046;256.05;247.3;3.987818
35012385;2015;anos_finais;;;;;
35012385;2017;anos_finais;;;;;
35012385;2019;anos_finais;;;;;
35012385;2021;anos_finais;;;;;
35012385;2023;anos_finais;;;;;
35012385;2017;todos (1-4);4.1;0.93067503;275.05;259.5;4.4374471
35012385;2019;todos (1-4);5;0.96816301;298.2;287.94;5.1881962
35012385;2021;todos (1-4);4.4;0.9717;270.53;270.47;4.538045
35012385;2023;todos (1-4);4.3;0.928902;272.25;272.6;4.594089
35012397;2015;anos_finais;4;0.84714103;245.11;239.17;4.7379999
35012397;2017;anos_finais;4.6;0.89983201;250.83;253.5;5.0725002
35012397;2019;anos_finais;5.3;0.97145498;267.66;261.29;5.482667
35012397;2021;anos_finais;5.3;1;256.03;261.67;5.295
35012397;2023;anos_finais;4.5;0.911452;246.07;252.65;4.978667
35012397;2017;todos (1-4);;0.87059301;;;
35012397;2019;todos (1-4);4.4;0.96736503;268.75;272.89;4.549273
35012397;2021;todos (1-4);;0.980117;;;
35012397;2023;todos (1-4);3.9;0.859534;261.58;279.51;4.547672
35012403;2015;anos_finais;4.3;0.940965;241.88;231.11;4.5498328
35012403;2017;anos_finais;;0.92158902;;;
35012403;2019;anos_finais;;0.96703303;;;
35012403;2021;anos_finais;;1;;;
35012403;2023;anos_finais;5.5;1;264.72;262.66;5.456333
35012403;2017;todos (1-4);;0.737638;;;
35012403;2019;todos (1-4);;0.83484399;;;
35012403;2021;todos (1-4);4.2;1;254.76;260.89;4.173143
35012403;2023;todos (1-4);;;;;
35012427;2015;anos_finais;4.8;0.928128;256.21;251.83;5.1339998
35012427;2017;anos_finais;4.8;0.942536;256.05;252.64;5.1451669
35012427;2019;anos_finais;4.6;0.91781503;250.25;247.19;4.9575
35012427;2021;anos_finais;;;;;
35012427;2023;anos_finais;;;;;
35012427;2017;todos (1-4);3.8;0.86560398;264.73;265.48;4.3818841
35012427;2019;todos (1-4);;0.93694198;;;
35012427;2021;todos (1-4);;1;;;
35012427;2023;todos (1-4);3.9;0.916945;261.28;258.62;4.230734
35012440;2017;todos (1-4);3.8;0.94871801;258.5;244.63;3.982408
35012440;2019;todos (1-4);4;0.90550202;270.32;259.2;4.3665328
35012440;2021;todos (1-4);3.8;0.953499;245.88;254.92;3.959053
35012440;2023;todos (1-4);;0.533586;;;
35012464;2017;todos (1-4);;0.79693103;;;
35012464;2019;todos (1-4);3.5;0.83358502;261.01;259.82;4.2451959
35012464;2021;todos (1-4);;0.936208;;;
35012464;2023;todos (1-4);3.8;0.835559;269;269.45;4.501287
35012488;2017;todos (1-4);;0.80723399;;;
35012488;2019;todos (1-4);2.6;0.84831899;224.13;218.99;3.1158409
35012488;2021;todos (1-4);;0.977352;;;
35012488;2023;todos (1-4);3.9;0.904648;270.12;255.92;4.314472
35012506;2015;anos_finais;4.6;0.93508601;252.95;243.88;4.9471669
35012506;2017;anos_finais;;0.95775002;;;
35012506;2019;anos_finais;5.8;0.98707497;282.95;271.92;5.9148331
35012506;2021;anos_finais;5.5;0.980973;267.04;270.08;5.618667
35012506;2023;anos_finais;5.9;0.984443;278;280.18;5.969667
35012506;2017;todos (1-4);;0.93778998;;;
35012506;2019;todos (1-4);5;0.92931902;296.95;299.35;5.3414478
35012506;2021;todos (1-4);4.5;0.943527;275.85;278.59;4.734321
35012506;2023;todos (1-4);4.4;0.965916;269.32;270.63;4.523446
35012531;2015;anos_finais;3.3;0.733073;237.52;232.98;4.5083332
35012531;2017;anos_finais;;0.70937097;;;
35012531;2019;anos_finais;4.8;0.89188802;258.6;261.89;5.3416672
35012531;2021;anos_finais;;0.936154;;;
35012531;2023;anos_finais;4.2;0.827804;243.72;259.42;5.052333
35012531;2017;todos (1-4);3.3;0.81118703;259.22;253.11;4.1194658
35012531;2019;todos (1-4);4.5;0.96696299;269.94;277.57;4.6360459
35012531;2021;todos (1-4);;0.887088;;;
35012531;2023;todos (1-4);3.2;0.728807;259.34;268.44;4.350493
35012543;2017;todos (1-4);3.5;0.85722703;260.45;246.83;4.0425801
35012543;2019;todos (1-4);4.4;0.859716;291.57;288.8;5.108242
35012543;2021;todos (1-4);;0.930481;;;
35012543;2023;todos (1-4);4.4;0.923281;280.53;279.87;4.819213
35012555;2015;anos_finais;4.8;0.92567003;257.46;251.01;5.1411672
35012555;2017;anos_finais;;0.83579999;;;
35012555;2019;anos_finais;4.8;0.95773101;252.83;249.75;5.0431671
35012555;2021;anos_finais;4.8;0.969181;246.4;248.97;4.922833
35012555;2023;anos_finais;5.2;0.93649;266.14;263.83;5.4995
35012555;2017;todos (1-4);3.2;0.834014;245.8;245.22;3.81301
35012555;2019;todos (1-4);4.6;0.95093501;276.11;285.01;4.8343711
35012555;2021;todos (1-4);4;0.937131;255.08;263.4;4.215212
35012555;2023;todos (1-4);3.9;0.92625;257.65;259.09;4.186787
35012580;2017;todos (1-4);;0.96112001;;;
35012580;2019;todos (1-4);;0.97916698;;;
35012580;2021;todos (1-4);;0.949863;;;
35012580;2023;todos (1-4);4.7;0.991525;255.58;297.29;4.72957
35012609;2015;anos_finais;;;;;
35012609;2017;anos_finais;;;;;
35012609;2019;anos_finais;;;;;
35012609;2021;anos_finais;;;;;
35012609;2023;anos_finais;;;;;
35012609;2017;todos (1-4);5.1;0.97237802;292.94;295.07;5.2212052
35012609;2019;todos (1-4);5.2;0.95588702;301.2;302.41;5.4469471
35012609;2021;todos (1-4);;0.965019;;;
35012609;2023;todos (1-4);5;0.975425;281.4;296.7;5.083378
35012634;2015;anos_finais;3.7;0.81334603;237.87;233.31;4.5196671
35012634;2017;anos_finais;;0.91422701;;;
35012634;2019;anos_finais;4.9;0.93993002;260.66;252.99;5.2275
35012634;2021;anos_finais;;0.932089;;;
35012634;2023;anos_finais;5.2;0.988616;258.94;258.38;5.288667
35012634;2015;anos_iniciais;;;;;
35012634;2017;anos_iniciais;;;;;
35012634;2019;anos_iniciais;;;;;
35012634;2021;anos_iniciais;;;;;
35012634;2023;anos_iniciais;;;;;
35012634;2017;todos (1-4);;0.84793901;;;
35012634;2019;todos (1-4);3.4;0.90403801;250.17;236.02;3.7366619
35012634;2021;todos (1-4);4.5;0.95869;270.64;278.97;4.666835
35012634;2023;todos (1-4);4.5;0.945847;265.59;290.76;4.772405
35012646;2015;anos_iniciais;5.6;0.939156;225.35;204.66;5.9857159
35012646;2017;anos_iniciais;;0.99173599;;;
35012646;2019;anos_iniciais;;;;;
35012646;2021;anos_iniciais;;;;;
35012646;2023;anos_iniciais;;;;;
35012661;2015;anos_finais;4.1;0.82862997;251.8;248.01;4.9968328
35012661;2017;anos_finais;4.3;0.838323;254.75;251.92;5.1114998
35012661;2019;anos_finais;5;0.97277898;253.47;254.17;5.127667
35012661;2021;anos_finais;;;;;
35012661;2023;anos_finais;5.1;0.970838;254.29;258.48;5.212833
35012661;2017;todos (1-4);;0.770814;;;
