codigo_escola;ano;anos_escolares;ideb;indicador_rendimento;nota_saeb_matematica;nota_saeb_lingua_portuguesa;nota_saeb_media_padronizada
35045073;2021;anos_iniciais;6.6;1;233.54;227.31;6.553832
35045073;2023;anos_iniciais;5.8;0.982589;219.7;206.11;5.904255
35045081;2015;anos_finais;5.7;0.988949;272.71;274.58;5.788167
35045081;2017;anos_finais;;0.98089099;;;
35045081;2019;anos_finais;6.5;0.99369502;299.79;290.5;6.5050001
35045081;2021;anos_finais;5.9;0.983019;275.73;282.92;5.9775
35045081;2023;anos_finais;5.7;0.985803;267.66;278.18;5.764
35045081;2015;anos_iniciais;7.1;0.98429298;257.07;236.35;7.1672411
35045081;2017;anos_iniciais;7.4;0.99206603;265.2;242.44;7.4334941
35045081;2019;anos_iniciais;7.2;0.99311;256.64;242.35;7.268126
35045081;2021;anos_iniciais;7.2;0.978868;256.68;246.65;7.347071
35045081;2023;anos_iniciais;7;0.996553;253.08;233.51;7.03946
35045081;2017;todos (1-4);4.4;0.96246099;266.16;276.1;4.5611
35045081;2019;todos (1-4);5.1;0.98665297;286.67;300.57;5.2154789
35045081;2021;todos (1-4);4.1;0.948941;265.75;263.53;4.367018
35045081;2023;todos (1-4);4.5;0.973985;264.63;284.77;4.669252
35045093;2015;anos_iniciais;7.3;1;258.9;240.57;7.278892
35045093;2017;anos_iniciais;;0.96054697;;;
35045093;2019;anos_iniciais;6.9;1;251.96;229.63;6.947722
35045093;2021;anos_iniciais;6.4;1;227.9;223.7;6.380562
35045093;2023;anos_iniciais;;;;;
35045100;2015;anos_finais;5.4;0.95826298;271.98;264.07;5.6008329
35045100;2017;anos_finais;5.2;0.96648997;264.3;261.54;5.4310002
35045100;2019;anos_finais;5;0.91399097;261.88;265.13;5.4501672
35045100;2021;anos_finais;5;0.956493;257.19;256.32;5.225167
35045100;2023;anos_finais;4.8;0.916419;254.82;261.44;5.271
35045100;2017;todos (1-4);4;0.83438897;276.57;281.77;4.7921882
35045100;2019;todos (1-4);3.8;0.73924398;292.64;288.23;5.1145968
35045100;2021;todos (1-4);;0.900442;;;
35045100;2023;todos (1-4);3.6;0.81488;263.09;268.36;4.401964
35045123;2015;anos_finais;4.7;1;240.4;239.2;4.6599998
35045123;2017;anos_finais;4.3;0.99697298;235.8;223.61;4.323833
35045123;2019;anos_finais;4.5;0.99722701;239.96;233.64;4.5601668
35045123;2021;anos_finais;4.5;0.994924;235.55;233.34;4.4815
35045123;2023;anos_finais;5.1;0.984752;252.26;256.33;5.143167
35045123;2017;todos (1-4);;1;;;
35045123;2019;todos (1-4);3.8;0.970568;244.55;254.85;3.9393251
35045123;2021;todos (1-4);3.9;0.974573;254.36;248.81;3.986687
35045123;2023;todos (1-4);4.2;0.957113;260.14;267.25;4.343914
35045147;2015;anos_finais;4.9;1;249.89;243.32;4.8868332
35045147;2017;anos_finais;4.9;0.93528903;264.89;249.11;5.2333331
35045147;2019;anos_finais;5.2;0.98593098;257.02;257.26;5.2381668
35045147;2021;anos_finais;4.6;0.915901;254.22;249.42;5.060667
35045147;2023;anos_finais;4.7;0.967738;244.51;245.35;4.831
35045147;2017;todos (1-4);4.1;0.95128798;259.17;264.63;4.2912102
35045147;2019;todos (1-4);;0.98132801;;;
35045147;2021;todos (1-4);;0.827997;;;
35045147;2023;todos (1-4);4.4;0.927944;264.24;288.1;4.713624
35045160;2015;anos_finais;;;;;
35045160;2017;anos_finais;;;;;
35045160;2019;anos_finais;;;;;
35045160;2021;anos_finais;;;;;
35045160;2023;anos_finais;;;;;
35045160;2017;todos (1-4);;0.98751402;;;
35045160;2019;todos (1-4);4;0.93948501;260.32;260.95;4.252131
35045160;2021;todos (1-4);4.2;0.953409;265.47;269.49;4.452307
35045160;2023;todos (1-4);4.2;0.996982;250.97;264.23;4.169913
35045172;2015;anos_finais;4.3;0.88212901;245.98;246.47;4.874167
35045172;2017;anos_finais;;0.89006501;;;
35045172;2019;anos_finais;4.7;0.93976599;250.99;246.89;4.9648328
35045172;2021;anos_finais;4.4;0.976514;234.16;237.04;4.52
35045172;2023;anos_finais;4.5;0.996488;229.9;239.5;4.49
35045172;2017;todos (1-4);;0.75612003;;;
35045172;2019;todos (1-4);;0.88773799;;;
35045172;2021;todos (1-4);;0.986301;;;
35045172;2023;todos (1-4);;0.963032;;;
35045196;2015;anos_finais;4.4;0.91046202;245.58;247.13;4.8785
35045196;2017;anos_finais;4.4;0.96579498;237.36;234.52;4.5316672
35045196;2019;anos_finais;4.6;0.94854403;245.08;243.69;4.8128328
35045196;2021;anos_finais;;0.91069;;;
35045196;2023;anos_finais;4.9;0.976939;253.05;250.73;5.063
35045196;2017;todos (1-4);;0.80650401;;;
35045196;2019;todos (1-4);;0.85884303;;;
35045196;2021;todos (1-4);;0.818331;;;
35045196;2023;todos (1-4);4;0.928982;259.51;265.19;4.304228
35045226;2015;anos_finais;4.7;0.94919997;247.76;247.52;4.9213328
35045226;2017;anos_finais;;0.94560701;;;
35045226;2019;anos_finais;4.6;0.96897203;244.49;239.67;4.736167
35045226;2021;anos_finais;4.6;0.972201;240.19;241.25;4.690667
35045226;2023;anos_finais;4.5;0.93213;241.25;245.52;4.7795
35045251;2015;anos_finais;4.8;0.97840798;249.36;244.66;4.9003329
35045251;2017;anos_finais;4.8;0.94044101;251.69;256.51;5.1368332
35045251;2019;anos_finais;4.9;0.97549897;248.8;252.55;5.0226669
35045251;2021;anos_finais;;0.969629;;;
35045251;2023;anos_finais;5.3;0.955237;270.7;262.59;5.554833
35045251;2015;anos_iniciais;;;;;
35045251;2017;anos_iniciais;;;;;
35045251;2019;anos_iniciais;;;;;
35045251;2021;anos_iniciais;;;;;
35045251;2023;anos_iniciais;;;;;
35045275;2015;anos_finais;4.9;1;252.59;242.56;4.919167
35045275;2017;anos_finais;5.3;0.95709401;268.98;264.33;5.5555
35045275;2019;anos_finais;5.2;0.93723398;271.64;261.45;5.5516672
35045275;2021;anos_finais;5.1;0.991666;254.13;255.95;5.168
35045275;2023;anos_finais;5.6;0.985817;269.35;268.87;5.637
35045275;2017;todos (1-4);3.9;0.90756899;260.11;262.67;4.2752199
35045275;2019;todos (1-4);4.5;0.900644;285.23;287.29;4.9964428
35045275;2021;todos (1-4);;0.961588;;;
35045275;2023;todos (1-4);4.1;0.95823;255.49;265.6;4.253905
35045287;2015;anos_finais;5.9;0.99396199;281.64;271.99;5.8938332
35045287;2017;anos_finais;6.2;0.992441;288.3;287.61;6.2655001
35045287;2019;anos_finais;6.3;0.99217898;287.42;291.04;6.3078332
35045287;2021;anos_finais;6.2;1;283.32;287.38;6.178333
35045287;2023;anos_finais;6.5;1;290.22;298.98;6.486667
35045287;2015;anos_iniciais;;;;;
35045287;2017;anos_iniciais;;;;;
35045287;2019;anos_iniciais;;;;;
35045287;2021;anos_iniciais;;;;;
35045287;2023;anos_iniciais;;;;;
35045287;2017;todos (1-4);5;0.97565103;288.66;295.02;5.1603441
35045287;2019;todos (1-4);5.5;0.99118;303.38;308.41;5.5673852
35045287;2021;todos (1-4);5.6;1;305.48;309.19;5.608556
35045287;2023;todos (1-4);5.2;0.996982;290.84;295.51;5.198148
35045299;2015;anos_finais;5.4;0.97417802;267.54;263.19;5.512167
35045299;2017;anos_finais;5.5;0.96631598;272.58;266.83;5.657167
35045299;2019;anos_finais;6;0.968813;286.77;283.76;6.1756668
35045299;2021;anos_finais;5.5;0.996718;260.99;270.76;5.529167
35045299;2023;anos_finais;5.6;0.990138;269.37;268.56;5.632167
35045329;2015;anos_finais;4.7;0.94207698;253.38;246.73;5.001833
35045329;2017;anos_finais;5;0.98087603;252.11;254.17;5.1048331
35045329;2019;anos_finais;4.7;0.96398902;250.61;239.97;4.8431668
35045329;2021;anos_finais;5.2;0.97868;256.94;259.84;5.279667
35045329;2023;anos_finais;5.6;0.979612;267.2;274.41;5.6935
35045329;2015;anos_iniciais;;;;;
35045329;2017;anos_iniciais;;;;;
35045329;2019;anos_iniciais;;;;;
35045329;2021;anos_iniciais;;;;;
35045329;2023;anos_iniciais;;;;;
35045329;2017;todos (1-4);;0.95554298;;;
35045329;2019;todos (1-4);4.4;0.980609;262.35;275.44;4.4976988
35045329;2021;todos (1-4);4.5;0.88686;286.22;289.33;5.040745
35045329;2023;todos (1-4);;0.977755;;;
35045366;2017;todos (1-4);;0.71767497;;;
35045366;2019;todos (1-4);;;;;
35045366;2021;todos (1-4);;;;;
35045366;2023;todos (1-4);;;;;
35045378;2015;anos_finais;4.5;0.90444702;253.69;245.87;4.9926672
35045378;2017;anos_finais;4.8;0.91458398;256.6;257.07;5.2280002
35045378;2019;anos_finais;5.1;0.93291903;265.88;262.14;5.467
35045378;2021;anos_finais;5.1;1;247.69;258.37;5.101
35045378;2023;anos_finais;5.3;0.948028;264.79;272.31;5.618333
35045378;2017;todos (1-4);3.8;0.79363501;270.52;283.61;4.734901
35045378;2019;todos (1-4);;0.72750998;;;
35045378;2021;todos (1-4);4.4;0.96985;270.23;267.9;4.495358
35045378;2023;todos (1-4);4.7;0.930063;283.08;296.26;5.100387
35045408;2015;anos_finais;5.8;0.98411;278.45;272.18;5.843833
35045408;2017;anos_finais;6.3;1;287.85;288.16;6.2670002
35045408;2019;anos_finais;6.9;0.996463;316.64;300.44;6.951333
35045408;2021;anos_finais;6.5;1;296.85;295.1;6.5325
35045408;2023;anos_finais;6.9;1;314.2;302.59;6.9465
35045412;2015;anos_finais;4.6;0.92024601;252.26;246.72;4.9829998
35045412;2017;anos_finais;;0.98995602;;;
35045412;2019;anos_finais;4.6;0.99748099;241.25;234.47;4.5953331
35045412;2021;anos_finais;5.3;0.994469;259.44;262.77;5.370167
35045412;2023;anos_finais;5.1;0.96607;255.78;258.17;5.2325
35045412;2015;anos_iniciais;;;;;
35045412;2017;anos_iniciais;;;;;
35045412;2019;anos_iniciais;;;;;
35045412;2021;anos_iniciais;;;;;
35045412;2023;anos_iniciais;;;;;
35045412;2017;todos (1-4);;0.98095;;;
35045412;2019;todos (1-4);;0.97868401;;;
35045412;2021;todos (1-4);;0.943656;;;
35045412;2023;todos (1-4);4.5;0.943998;285.32;269.16;4.726159
35045421;2015;anos_finais;3.9;0.87280202;229.33;236.29;4.427
35045421;2017;anos_finais;4;0.97812802;220.13;223.36;4.058167
35045421;2019;anos_finais;4.4;0.99232697;236.47;229.88;4.4394999
35045421;2021;anos_finais;;0.979288;;;
35045421;2023;anos_finais;;0.955065;;;
35045421;2015;anos_iniciais;;;;;
35045421;2017;anos_iniciais;;;;;
35045421;2019;anos_iniciais;;;;;
35045421;2021;anos_iniciais;;;;;
35045421;2023;anos_iniciais;;;;;
35045421;2017;todos (1-4);;0.94558197;;;
35045421;2019;todos (1-4);;1;;;
35045421;2021;todos (1-4);;0.986301;;;
35045421;2023;todos (1-4);;0.874007;;;
35045433;2015;anos_finais;5.1;0.99773502;250.92;255.32;5.1040001
35045433;2017;anos_finais;;0.94647902;;;
35045433;2019;anos_finais;5.3;1;261.35;257.57;5.3153329
35045433;2021;anos_finais;5.3;1;258.23;259.34;5.292833
35045433;2023;anos_finais;5.3;0.994666;253.75;263.38;5.2855
35045433;2015;anos_iniciais;;;;;
35045433;2017;anos_iniciais;;;;;
35045433;2019;anos_iniciais;;;;;
35045433;2021;anos_iniciais;;;;;
35045433;2023;anos_iniciais;;;;;
35045433;2017;todos (1-4);;0.91762501;;;
35045433;2019;todos (1-4);;1;;;
35045433;2021;todos (1-4);4.2;1;257.83;261.99;4.232728
35045433;2023;todos (1-4);;1;;;
35045445;2015;anos_finais;;;;;
35045445;2017;anos_finais;;0.92307699;;;
35045445;2019;anos_finais;;;;;
35045445;2021;anos_finais;4.6;0.977873;240.65;242.25;4.715
35045445;2023;anos_finais;5.3;0.951429;265.48;267.06;5.542333
35045445;2015;anos_iniciais;;;;;
35045445;2017;anos_iniciais;;0.97563702;;;
35045445;2019;anos_iniciais;6.5;1;241.83;212.89;6.450038
35045445;2021;anos_iniciais;;;;;
35045445;2023;anos_iniciais;;;;;
35045457;2017;todos (1-4);;0.93375099;;;
35045457;2019;todos (1-4);3.9;0.822505;274.51;278.41;4.7129469
35045457;2021;todos (1-4);;0.843309;;;
35045457;2023;todos (1-4);4;0.916324;258.43;270.12;4.362862
35045469;2015;anos_finais;5.2;0.973988;260.47;260.06;5.3421669
35045469;2017;anos_finais;4.8;0.92646003;257.01;255.69;5.211833
35045469;2019;anos_finais;5.3;0.99142498;268.29;253.47;5.362833
35045469;2021;anos_finais;;0.98395;;;
35045469;2023;anos_finais;5.3;0.967724;261.16;267.4;5.476
35045469;2017;todos (1-4);;0.72823101;;;
35045469;2019;todos (1-4);4.4;0.95960402;272.98;274.75;4.6366668
35045469;2021;todos (1-4);;0.97266;;;
35045469;2023;todos (1-4);3.8;0.832853;269.63;270.39;4.524207
35045470;2015;anos_finais;5.1;0.962448;259.57;260.39;5.3326669
35045470;2017;anos_finais;6;0.97192901;288.51;281.02;6.1589999
35045470;2019;anos_finais;6;1;280.75;277.7;5.9743328
35045470;2021;anos_finais;6.3;0.99168;291.12;290.79;6.365167
35045470;2023;anos_finais;6;0.995181;277.38;284.1;6.024667
35045470;2015;anos_iniciais;6.3;1;234.76;212.57;6.3091149
35045470;2017;anos_iniciais;7;0.99258602;248.27;238.69;7.0420299
35045470;2019;anos_iniciais;7.1;0.98979998;258.57;232.58;7.1275039
35045470;2021;anos_iniciais;7.6;1;264.04;252.1;7.58662
35045470;2023;anos_iniciais;7.1;1;253;238.63;7.131024
35045470;2017;todos (1-4);4.7;0.93137598;290.51;285.89;5.0497909
35045470;2019;todos (1-4);4.7;0.96833003;275.25;286.76;4.8483491
35045470;2021;todos (1-4);;0.967824;;;
35045470;2023;todos (1-4);4.6;0.983294;273.42;277.52;4.684174
35045482;2015;anos_finais;4.3;0.85416901;246.68;253.55;5.0038328
35045482;2017;anos_finais;;0.942541;;;
35045482;2019;anos_finais;5.5;0.98374403;267.92;269.47;5.623333
35045482;2021;anos_finais;5.4;0.984192;264.94;266.7;5.527333
35045482;2023;anos_finais;5.3;0.991427;252.3;266.29;5.309833
35045482;2017;todos (1-4);;0.86368799;;;
35045482;2019;todos (1-4);;0.87094802;;;
35045482;2021;todos (1-4);4.2;0.931669;271.87;267.58;4.513602
35045482;2023;todos (1-4);4.3;0.984479;260.64;271.02;4.407374
35045494;2015;anos_finais;5.1;0.98022503;264.51;246.51;5.1836672
35045494;2017;anos_finais;;0.93506902;;;
35045494;2019;anos_finais;4.5;0.95493197;245.66;238.1;4.7294998
35045494;2021;anos_finais;;1;;;
35045494;2023;anos_finais;5.4;0.995695;257.48;266.12;5.393333
35045494;2017;todos (1-4);;0.91510099;;;
35045494;2019;todos (1-4);4.2;0.86839998;281.3;280.14;4.8342099
35045494;2021;todos (1-4);;0.943125;;;
35045494;2023;todos (1-4);4;0.960638;254.58;262.38;4.19292
35045500;2015;anos_finais;6;1;276.45;285.96;6.0401669
35045500;2017;anos_finais;6;1;282.95;278.73;6.0281668
35045500;2019;anos_finais;6.1;1;283.67;281.89;6.0929999
35045500;2021;anos_finais;5.9;0.992697;282.1;272.39;5.908167
35045500;2023;anos_finais;6;0.996207;273.37;286.74;6.001833
35045500;2017;todos (1-4);5.1;1;282.42;296.7;5.0977039
35045500;2019;todos (1-4);;;;;
35045500;2021;todos (1-4);5.3;1;299.74;295.69;5.325843
35045500;2023;todos (1-4);5.2;1;289.49;298.33;5.221403
35045512;2015;anos_finais;4.5;0.90582597;256.44;244.11;5.0091672
35045512;2017;anos_finais;5;0.94425601;264.64;254.36;5.316833
35045512;2019;anos_finais;5.4;0.982364;272.3;257.45;5.4961672
35045512;2021;anos_finais;5.3;0.924624;272.17;269.69;5.697667
35045512;2023;anos_finais;5.4;0.988621;264.14;266.07;5.5035
35045512;2017;todos (1-4);;0.83516997;;;
35045512;2019;todos (1-4);4.7;0.90611202;294.86;287.95;5.1417251
35045512;2021;todos (1-4);;0.92643;;;
35045512;2023;todos (1-4);3.6;0.837479;256.32;269.96;4.330832
35045524;2015;anos_finais;4.9;0.96165597;248.9;258.78;5.1279998
35045524;2017;anos_finais;5.2;0.93335998;259.51;273.85;5.5560002
35045524;2019;anos_finais;5.3;0.98338902;259.02;261.32;5.3391671
35045524;2021;anos_finais;5.8;0.996488;270.92;275.76;5.778
35045524;2023;anos_finais;5.2;0.97544;256.21;266.55;5.379333
35045524;2017;todos (1-4);4.4;0.941742;266.41;281.36;4.643353
35045524;2019;todos (1-4);4.7;0.95481902;274.73;293.54;4.942533
35045524;2021;todos (1-4);;0.9738;;;
35045524;2023;todos (1-4);;0.97964;;;
35045536;2015;anos_finais;4.9;0.94190103;257.12;256.26;5.223
35045536;2017;anos_finais;;0.93543601;;;
35045536;2019;anos_finais;;0.96947598;;;
35045536;2021;anos_finais;4.9;0.994195;246.95;250.58;4.958833
35045536;2023;anos_finais;4.6;0.982464;237.08;246.59;4.727833
35045536;2017;todos (1-4);;0.840123;;;
35045536;2019;todos (1-4);4.5;0.957331;272.42;278.02;4.6779041
35045536;2021;todos (1-4);;1;;;
35045536;2023;todos (1-4);4.1;0.922126;262.64;268.26;4.394147
35045548;2015;anos_finais;5.6;0.97207099;269.2;273.83;5.7171669
35045548;2017;anos_finais;4.7;0.96173298;248.22;245.36;4.8930001
35045548;2019;anos_finais;;0.97111899;;;
35045548;2021;anos_finais;5.4;1;260.31;266.55;5.447667
35045548;2023;anos_finais;5.2;0.995181;257.39;257.18;5.242833
35045548;2017;todos (1-4);3.9;0.93633801;256.52;256.23;4.1283922
35045548;2019;todos (1-4);;0.969437;;;
35045548;2021;todos (1-4);;0.995629;;;
35045548;2023;todos (1-4);4.7;0.983109;273.53;285.74;4.808773
35045559;2015;anos_finais;4.9;0.995983;248.96;244.45;4.8901672
35045559;2017;anos_finais;5.2;0.99060601;250.61;262.57;5.219667
35045559;2019;anos_finais;5.5;0.99215198;266.35;263.97;5.5054998
35045559;2021;anos_finais;5.6;0.96064;274.28;275.86;5.835667
35045559;2023;anos_finais;5.2;0.994716;259.5;254.79;5.238167
35045559;2015;anos_iniciais;;;;;
35045559;2017;anos_iniciais;;;;;
35045559;2019;anos_iniciais;;;;;
35045559;2021;anos_iniciais;;;;;
35045559;2023;anos_iniciais;;;;;
35045561;2015;anos_finais;4.7;0.96100199;247.64;246.98;4.9103332
35045561;2017;anos_finais;;0.95513201;;;
35045561;2019;anos_finais;4.8;0.94353098;249.58;254.33;5.0654998
35045561;2021;anos_finais;4.9;0.948251;252.82;256.24;5.151
35045561;2023;anos_finais;4.7;0.933558;245.96;254.14;5.001667
35045561;2015;anos_iniciais;;;;;
35045561;2017;anos_iniciais;;;;;
35045561;2019;anos_iniciais;;;;;
35045561;2021;anos_iniciais;;;;;
35045561;2023;anos_iniciais;;;;;
35045561;2017;todos (1-4);;0.89829701;;;
35045561;2019;todos (1-4);4.2;0.91981202;270.51;274.35;4.5958481
35045561;2021;todos (1-4);4.1;0.895276;264.38;278.22;4.567687
35045561;2023;todos (1-4);3.9;0.931489;259.68;259.13;4.215897
35045573;2015;anos_finais;4.9;0.94704098;255.53;255.62;5.185833
35045573;2017;anos_finais;4.6;0.92183799;247.19;253.85;5.0174999
35045573;2019;anos_finais;4.9;0.96020597;254.13;252.47;5.110167
35045573;2021;anos_finais;4.9;0.974862;249.68;250.75;5.007167
35045573;2023;anos_finais;4.9;0.92722;254.2;262.75;5.2825
35045573;2017;todos (1-4);3.5;0.82155699;256.64;262.66;4.2260451
35045573;2019;todos (1-4);4;0.87760597;268.88;276.04;4.5982542
35045573;2021;todos (1-4);;0.92583;;;
35045573;2023;todos (1-4);;0.875623;;;
35045585;2015;anos_finais;5.3;0.95501602;268.68;261.49;5.5028329
35045585;2017;anos_finais;5.5;0.95863998;270.8;271.57;5.7065001
35045585;2019;anos_finais;5.4;0.95773602;270.14;266.95;5.6185002
35045585;2021;anos_finais;5.4;0.985888;261.92;266.08;5.466667
35045585;2023;anos_finais;5.7;0.990876;270.77;273.1;5.731167
35045585;2017;todos (1-4);;0.94891697;;;
35045585;2019;todos (1-4);5;0.95378202;292.39;293.54;5.1904268
35045585;2021;todos (1-4);;0.903888;;;
35045585;2023;todos (1-4);4.8;0.929837;284.63;301.24;5.196707
35045597;2015;anos_iniciais;6.1;0.99180299;231.56;208.52;6.1744089
35045597;2017;anos_iniciais;6.1;0.98471099;229.36;212.97;6.2133341
35045597;2019;anos_iniciais;6.2;0.99572599;231.13;214.52;6.2752938
35045597;2021;anos_iniciais;5.7;0.990729;218.59;200.78;5.786163
35045597;2023;anos_iniciais;5.6;1;209.73;201.94;5.63817
35045603;2015;anos_finais;4.8;0.95787698;253.9;244.97;4.9811668
35045603;2017;anos_finais;;0.97705698;;;
35045603;2019;anos_finais;5.6;0.99722701;269.54;269.67;5.6535001
35045603;2021;anos_finais;5.3;0.995438;258.82;261.77;5.343167
35045603;2023;anos_finais;5.7;0.987192;274.79;269.04;5.7305
35045603;2015;anos_iniciais;6.5;0.98969102;237.59;222.34;6.5407591
35045603;2017;anos_iniciais;6.6;0.99569499;233.89;228.33;6.5794301
35045603;2019;anos_iniciais;6.9;0.99040401;254.66;229.64;6.9996219
35045603;2021;anos_iniciais;6.2;0.990408;231.21;211.87;6.228639
35045603;2023;anos_iniciais;5.7;1;211.86;203.2;5.701728
35045603;2017;todos (1-4);;0.92500001;;;
35045603;2019;todos (1-4);;;;;
35045603;2021;todos (1-4);;;;;
35045603;2023;todos (1-4);;;;;
35045615;2015;anos_finais;5;0.93447602;260.76;260.79;5.3591671
35045615;2017;anos_finais;5.5;0.96955699;271.55;271.57;5.7189999
35045615;2019;anos_finais;5.9;0.97944897;286.67;275.7;6.0395002
35045615;2021;anos_finais;6.1;0.998241;282.95;280.78;6.062167
35045615;2023;anos_finais;5.8;0.992932;275.27;273.96;5.8205
35045615;2017;todos (1-4);4.2;0.929111;267.7;268.89;4.4747858
35045615;2019;todos (1-4);;0.97251099;;;
35045615;2021;todos (1-4);4.9;0.958974;285.29;296.35;5.132773
35045615;2023;todos (1-4);4.2;0.933076;262.8;272.08;4.453579
35045627;2015;anos_finais;4.5;0.94044697;244.88;242.22;4.7849998
35045627;2017;anos_finais;5;0.95012301;258.32;258.82;5.2858329
35045627;2019;anos_finais;4.8;0.93265003;256.73;252.17;5.1485
35045627;2021;anos_finais;5.2;0.99248;252.86;259.09;5.199167
35045627;2023;anos_finais;4.8;0.987331;245.61;245.39;4.85
35045627;2023;todos (1-4);3.5;0.85352;252.3;259.34;4.115389
35045640;2015;anos_finais;;;;;
35045640;2017;anos_finais;;;;;
35045640;2019;anos_finais;;;;;
35045640;2021;anos_finais;;;;;
35045640;2023;anos_finais;;;;;
35045640;2017;todos (1-4);;0.86743098;;;
35045640;2019;todos (1-4);4.9;0.92481601;292.13;300.07;5.2846789
35045640;2021;todos (1-4);5;0.954001;291.54;297.32;5.235075
35045640;2023;todos (1-4);4.7;0.959475;277.06;288.77;4.903711
35045664;2015;anos_finais;5.3;0.98755199;262.63;262.14;5.4128332
35045664;2017;anos_finais;5;0.92702001;261.72;265.07;5.4466672
35045664;2019;anos_finais;5.5;0.98374403;276.63;260.38;5.6168332
35045664;2021;anos_finais;5.5;1;260.93;271.29;5.537
35045664;2023;anos_finais;5.3;0.976747;256.4;269.74;5.435667
35045664;2017;todos (1-4);;0.87938797;;;
35045664;2019;todos (1-4);4.7;0.93437099;280.89;290.41;4.9821939
35045664;2021;todos (1-4);;1;;;
35045664;2023;todos (1-4);4.8;0.986231;272.49;289.58;4.851651
35045676;2015;anos_finais;3.8;0.85306197;238.19;228.08;4.4378328
35045676;2017;anos_finais;;0.960944;;;
35045676;2019;anos_finais;5.8;0.97845101;272.14;280.63;5.8796668
35045676;2021;anos_finais;5.3;0.997481;252.15;264.5;5.2775
35045676;2023;anos_finais;5.3;0.989894;255.17;267.58;5.379167
35045676;2015;anos_iniciais;6.2;0.977889;232.78;215.88;6.3315101
35045676;2017;anos_iniciais;6.8;0.96729499;245.66;240.27;7.0211391
35045676;2019;anos_iniciais;6.5;0.99258602;237.05;224.72;6.5739169
35045676;2021;anos_iniciais;6.1;0.996973;225.81;211.33;6.115768
35045676;2023;anos_iniciais;6.5;1;227.86;227.6;6.450708
35045676;2017;todos (1-4);;0.83982003;;;
35045676;2019;todos (1-4);;0.87969601;;;
35045676;2021;todos (1-4);;0.977809;;;
35045676;2023;todos (1-4);4.6;0.961988;266.61;289.68;4.770564
35045697;2015;anos_finais;5.2;0.991678;259.99;254.5;5.2414999
35045697;2017;anos_finais;5.6;0.96118897;273.61;274.95;5.8096671
35045697;2019;anos_finais;5.9;0.99671799;274.39;281.25;5.9274998
35045697;2021;anos_finais;5.7;0.98754;270.27;273.07;5.722333
35045697;2023;anos_finais;5.7;0.995951;272.46;270.66;5.718667
35045697;2015;anos_iniciais;5.7;0.98426902;215.6;206.89;5.8401928
35045697;2017;anos_iniciais;6.9;0.99180299;246.88;232.82;6.9085941
35045697;2019;anos_iniciais;6.9;1;250.02;228.88;6.897254
35045697;2021;anos_iniciais;;;;;
35045697;2023;anos_iniciais;;;;;
35045697;2017;todos (1-4);3.9;0.93120998;256.01;264.01;4.237556
35045697;2019;todos (1-4);5.4;0.99528903;301.66;301.29;5.4366412
35045697;2021;todos (1-4);;0.985949;;;
35045697;2023;todos (1-4);5.3;0.97898;300.95;303.04;5.452867
35045706;2015;anos_iniciais;6.6;0.98995203;242.73;223.89;6.6670318
35045706;2017;anos_iniciais;6.6;0.99778003;241.1;224.61;6.6490159
35045706;2019;anos_iniciais;7.3;1;259.57;238.67;7.2575059
35045706;2021;anos_iniciais;6.8;1;242.91;229.34;6.769558
35045706;2023;anos_iniciais;6.6;1;237.59;223.49;6.561668
35045718;2015;anos_finais;5.1;0.98181599;252.18;258.77;5.1824999
35045718;2017;anos_finais;4.4;0.88909602;247.3;250.94;4.9708328
35045718;2019;anos_finais;5.3;0.97100401;260.95;267.35;5.4718332
35045718;2021;anos_finais;5.3;1;257.33;259.05;5.273
35045718;2023;anos_finais;5.3;0.967274;262.35;264.9;5.454167
35045718;2017;todos (1-4);;0.78964502;;;
35045718;2019;todos (1-4);4.1;0.88949299;269.98;273.01;4.5684848
35045718;2021;todos (1-4);;1;;;
35045718;2023;todos (1-4);4;0.897671;261.82;275.58;4.492211
35045724;2015;anos_finais;4.8;0.92066199;254.36;256.76;5.1853328
35045724;2017;anos_finais;;0.95001298;;;
35045724;2019;anos_finais;5.1;0.94608301;261.35;259.48;5.347167
35045724;2021;anos_finais;5.3;1;262.53;257.55;5.334667
35045724;2023;anos_finais;5.6;0.991414;264.8;276.03;5.6805
35045724;2017;todos (1-4);3.6;0.85248703;254.63;263;4.2030439
35045724;2019;todos (1-4);4.7;0.94122797;283.42;287.79;4.9786558
35045724;2021;todos (1-4);;0.946955;;;
35045724;2023;todos (1-4);4.7;0.971441;273.06;285.8;4.80307
35045731;2015;anos_finais;;;;;
35045731;2017;anos_finais;5.4;1;253.96;272.41;5.4394999
35045731;2019;anos_finais;5.6;1;270.11;263.67;5.563333
35045731;2021;anos_finais;5.1;1;261.15;243.77;5.082
35045731;2023;anos_finais;5.8;1;274.87;273.17;5.800667
35045755;2015;anos_finais;4;0.92187101;226.56;233;4.3260002
35045755;2017;anos_finais;;0.87818801;;;
35045755;2019;anos_finais;5;0.982961;249.03;253.97;5.0501671
35045755;2021;anos_finais;5.3;0.996463;259.22;258.65;5.297833
35045755;2023;anos_finais;6.1;1;280.12;283.29;6.056833
35045755;2017;todos (1-4);3.5;0.87830597;249.72;256.01;4.0293031
35045755;2019;todos (1-4);;;;;
35045755;2021;todos (1-4);;;;;
35045755;2023;todos (1-4);;;;;
35045810;2015;anos_finais;4.6;0.93804199;248.92;244.72;4.8940001
