codigo_escola;codigo_escola_mec;nome_escola;distrito;bairro;municipio;diretoria;localizacao;cep;latitude;longitude;nivel_socioeconomico;tratamento_cmsp;tratamento_cmsp_periodo;tratamento_cmsp_intensidade;ano_primeiro_cmsp_real;g_cmsp;grupo_cmsp
10005;35010005;JOAO BAPTISTA DE OLIVEIRA;ITAPECERICA DA SERRA;CENTRO;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;Urbana;6850050;-23.71507072;-46.85181046;5,5;1;2020-05-27;156488150;2020;2021;tratada_cmsp
100110;35100110;ALDEIA KOPENOTI;NOGUEIRA;AREA RURAL DE NOGUEIRA;AVAI;BAURU;Rural;16689899;-23.55051994;-46.63330841;;1;2021-03-04;25895;2021;2021;tratada_cmsp
100146;35100146;ALDEIA NIMUENDAJU;AVAI;ALDEIA NIMUENDAJU;AVAI;BAURU;Rural;16680000;-22.29116058;-49.37730026;;1;2020-05-28;850138;2020;2021;tratada_cmsp
10017;35010017;MARIANINHA QUEIROZ PROFESSORA;SAO LOURENCO DA SERRA;CENTRO;SAO LOURENCO DA SERRA;ITAPECERICA DA SERRA;Urbana;6890000;-23.85280037;-46.94369888;5,07;1;2020-05-27;252250912;2020;2021;tratada_cmsp
100195;35100195;ALDEIA EKERUA;AVAI;ALDEIA EKERUA;AVAI;BAURU;Rural;16680000;-22.2747097;-49.37297058;;1;2021-09-26;39010;2021;2021;tratada_cmsp
100201;35100201;ALDEIA RENASCER;UBATUBA;CORCOVADO;UBATUBA;CARAGUATATUBA;Urbana;11682520;-23.47613907;-45.19160843;;1;2021-02-01;293694;2021;2021;tratada_cmsp
100225;35100225;ALDEIA PARAISO;IGUAPE;ITINGA GRANDE;IGUAPE;MIRACATU;Rural;11920000;-24.50823975;-47.5275383;;0;;0;;0;nunca_tratada_cmsp
100249;35100249;ALDEIA CAPOEIRAO;ITARIRI;KM 93;ITARIRI;MIRACATU;Rural;11760000;-24.30809021;-47.11671829;;0;;0;;0;nunca_tratada_cmsp
100262;35100262;ALDEIA RIO DO AZEITE;ITARIRI;RIO DO AZEITE;ITARIRI;MIRACATU;Rural;11760000;-24.33348083;-47.17166138;;0;;0;;0;nunca_tratada_cmsp
10029;35010029;ANGENOR DE OLIVEIRA POETA;ITAPECERICA DA SERRA;DA LAGOA;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;Urbana;6860400;-23.71953964;-46.82151031;5,14;1;2020-05-27;52551172;2020;2021;tratada_cmsp
10030;35010030;ODETTE DE SOUZA CARVALHO MADRE;EMBU DAS ARTES;CHACARAS ANA LUCIA;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6840000;-23.65012932;-46.85887909;5,61;1;2020-05-27;276363494;2020;2021;tratada_cmsp
100341;35100341;ALDEIA TEREGUA;AVAI;LARANJEIRAS;AVAI;BAURU;Rural;16680000;-22.16006088;-49.38312149;;0;;0;;0;nunca_tratada_cmsp
100389;35100389;ALDEIA SANTA CRUZ;CANANEIA;ILHA DO CARDOSO;CANANEIA;REGISTRO;Rural;11990000;-25.1335907;-47.9416008;;0;;0;;0;nunca_tratada_cmsp
1004;35001004;EURICO FIGUEIREDO PROF;JACANA;JACANA;SAO PAULO;NORTE 2;Urbana;2272030;-23.47019958;-46.58660126;5,22;1;2020-05-27;96072551;2020;2021;tratada_cmsp
100407;35100407;ALDEIA RIO BRANCO II;CANANEIA;RIO BRANCO II;CANANEIA;REGISTRO;Rural;11990000;-25.03256035;-48.04067993;;0;;0;;0;nunca_tratada_cmsp
10042;35010042;BRASILINA VALENTE;EMBU DAS ARTES;JARDIM CASTILHO;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6810000;-23.64369965;-46.80799866;5,08;1;2020-05-27;70518697;2020;2021;tratada_cmsp
10045;35010045;TERRA BRASILIS;ITUPEVA;PARQUE RESIDENCIAL PARAISO;ITUPEVA;JUNDIAI;Urbana;13295374;-23.15010071;-47.04042053;;0;;0;;0;nunca_tratada_cmsp
10054;35010054;MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA;EMBU DAS ARTES;JARDIM PINHEIRINHO;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6835130;-23.67910004;-46.85599899;5,03;1;2020-05-27;57908674;2020;2021;tratada_cmsp
10066;35010066;SOLANO TRINDADE;EMBU DAS ARTES;JARDIM SANTA TEREZA;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6813400;-23.65213966;-46.80908966;4,98;1;2020-05-27;29748678;2020;2021;tratada_cmsp
10069;35010069;ESCOLA ESTADUAL BAIRRO BEXIGA;ILHABELA;BEXIGA;ILHABELA;CARAGUATATUBA;Urbana;11630000;-23.86418915;-45.42087173;;0;;0;;0;nunca_tratada_cmsp
10078;35010078;ELIZETE DE OLIVEIRA BERTINI;EMBU DAS ARTES;JARDIM DOM JOSE;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6823300;-23.67453003;-46.80381012;5,11;1;2020-05-27;63667650;2020;2021;tratada_cmsp
10091;35010091;PAULO CHAGAS NOGUEIRA ENGENHEIRO;EMBU DAS ARTES;PARQUE PIRAJUSSARA;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6815000;-23.65579987;-46.81480026;5,06;1;2020-05-27;92146648;2020;2021;tratada_cmsp
100948;35100948;ALDEIA RIO BRANCO;ITANHAEM;RIO BRANCO;ITANHAEM;SAO VICENTE;Rural;11740000;-24.14668083;-46.80730057;;0;;0;;0;nunca_tratada_cmsp
10121;35010121;EULALIA MALTA PROFESSORA;EMBU DAS ARTES;JARDIM ARABUTA;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6803460;-23.65378952;-46.85639191;5,25;1;2020-05-27;244538862;2020;2021;tratada_cmsp
10133;35010133;MARIA AUXILIADORA;EMBU DAS ARTES;CENTRO;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6803470;-23.65379906;-46.85079956;5,21;1;2020-05-27;148055280;2020;2021;tratada_cmsp
10145;35010145;IRIA KUNZ IRMA;EMBU DAS ARTES;JARDIM PRESIDENTE KENNEDY;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6820200;-23.66049957;-46.7969017;5,09;1;2020-05-27;128686586;2020;2021;tratada_cmsp
10157;35010157;OREDO RODRIGUES DA CRUZ;JUQUITIBA;CENTRO;JUQUITIBA;ITAPECERICA DA SERRA;Urbana;6950000;-23.92980003;-47.07180023;4,88;1;2020-05-27;154175862;2020;2021;tratada_cmsp
1016;35001016;ALBERTO CARDOSO DE MELLO NETO DR;TUCURUVI;JARDIM LEONOR MENDES DE BARROS;SAO PAULO;NORTE 2;Urbana;2346000;-23.46439934;-46.604599;5,15;1;2020-05-27;212873164;2020;2021;tratada_cmsp
10169;35010169;LAURITA ORTEGA MARI;TABOAO DA SERRA;JARDIM CLEMENTINO;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6770080;-23.63459969;-46.78590012;4,99;1;2020-05-27;84111129;2020;2021;tratada_cmsp
10170;35010170;JULIETA CALDAS FERRAZ PROFESSORA;TABOAO DA SERRA;JARDIM MONTE ALEGRE;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6755320;-23.60037041;-46.76758957;5,45;1;2020-05-27;88348799;2020;2021;tratada_cmsp
10182;35010182;ANTONIO RUY CARDOSO PROFESSOR;TABOAO DA SERRA;JARDIM SALETE;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6787320;-23.62352943;-46.79743958;5,11;1;2020-05-27;140325521;2020;2021;tratada_cmsp
10188;35010188;CENTRO DE DETENCAO PROVISORIA DE AGUAI;AGUAI;RURAL;AGUAI;SAO JOAO DA BOA VISTA;Rural;13860000;-22.01329994;-47.03810883;;0;;0;;0;nunca_tratada_cmsp
10194;35010194;ALIPIO DE OLIVEIRA E SILVA PROFESSOR;TABOAO DA SERRA;JARDIM SANTA ROSA;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6755025;-23.59988976;-46.76330185;5,26;1;2020-05-27;169072544;2020;2021;tratada_cmsp
10198;35010198;CENTRO DE DETENCAO PROVISORIA IV – PINHEIROS;VILA LEOPOLDINA;VILA LEOPOLDINA;SAO PAULO;CENTRO OESTE;Urbana;5310000;-23.53255081;-46.74633026;;0;;0;;0;nunca_tratada_cmsp
10236;35010236;REYNALDO DO NASCIMENTO FALLEIROS DOUTOR;TABOAO DA SERRA;JARDIM SAO SALVADOR;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6775350;-23.63920021;-46.79809952;4,92;1;2020-05-27;76197544;2020;2021;tratada_cmsp
10248;35010248;JOAO CALY PROFESSOR;TABOAO DA SERRA;CIDADE INTERCAP;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6757030;-23.60956001;-46.7780304;5,17;1;2020-05-27;122862528;2020;2021;tratada_cmsp
102556;35102556;CENTRO DE RESSOCIALIZACAO DE LIMEIRA CLASSES PROVISORIAS;LIMEIRA;HORTO FLORESTAL;LIMEIRA;LIMEIRA;Urbana;13480970;-22.56776619;-47.3515358;;1;2021-02-10;786950;2021;2021;tratada_cmsp
10259;35010259;ANTONIO INACIO MACIEL;TABOAO DA SERRA;JARDIM MARIA ROSA;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6763270;-23.61157036;-46.76121902;5,62;1;2020-05-27;196429824;2020;2021;tratada_cmsp
10261;35010261;ALMIR PEREIRA BAHIA REVERENDO;TABOAO DA SERRA;PARQUE INDUSTRIAL DACI;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6785300;-23.64061928;-46.80727005;5,31;1;2020-05-27;316238385;2020;2021;tratada_cmsp
10273;35010273;MARIA ANDRE SCHUNCK DONA;EMBU-GUACU;CENTROCIPO;EMBU-GUACU;ITAPECERICA DA SERRA;Urbana;6929050;-23.87845993;-46.79201889;5,2;1;2020-05-27;82286570;2020;2021;tratada_cmsp
1028;35001028;VICTOR DOS SANTOS CUNHA PROF;VILA MEDEIROS;VILA SABRINA;SAO PAULO;NORTE 2;Urbana;2141000;-23.49150085;-46.57130051;5,05;1;2020-05-27;130005204;2020;2021;tratada_cmsp
10285;35010285;PASCHOAL CARLOS MAGNO;EMBU-GUACU;JARDIM EMILIA;EMBU-GUACU;ITAPECERICA DA SERRA;Urbana;6900445;-23.83088684;-46.81207657;5,28;1;2020-05-27;234075448;2020;2021;tratada_cmsp
10297;35010297;ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA;TABOAO DA SERRA;JARDIM OLIVEIRAS;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6765100;-23.62249947;-46.77149963;5,28;1;2020-05-27;139700619;2020;2021;tratada_cmsp
103;35000103;JOAO BOEMER JARDIM PROFESSOR;BRASILANDIA;JARDIM ONDINA;SAO PAULO;NORTE 1;Urbana;2871040;-23.46120071;-46.67359924;5,05;1;2020-05-27;31449003;2020;2021;tratada_cmsp
103100;35103100;KRUKUTU;PARELHEIROS;BARRAGEM;SAO PAULO;SUL 3;Urbana;4895000;-23.86470985;-46.62084961;;0;;0;;0;nunca_tratada_cmsp
10315;35010315;IRACEMA BELLO ORICCHIO DOUTORA;EMBU DAS ARTES;CHACARAS BARTIRA;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6845070;-23.64314079;-46.89987183;5,41;1;2020-05-27;43866001;2020;2021;tratada_cmsp
10323;35010323;CEEJA DE ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;PARQUE PARAISO;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;Urbana;6852220;-23.70849037;-46.85774994;;0;;0;;0;nunca_tratada_cmsp
10327;35010327;JULIA DE CASTRO CARNEIRO;ITAPECERICA DA SERRA;CIDADE SANTA JULIA;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;Urbana;6866500;-23.75678062;-46.80680847;5,09;1;2020-05-27;235498362;2020;2021;tratada_cmsp
10330;35010330;JARDIM PARAISO;BOITUVA;JARDIM PARAISO;BOITUVA;ITU;Urbana;18558056;-23.26361084;-47.67684174;;0;;0;;0;nunca_tratada_cmsp
10347;35010347;CEL EE RACHID JABUR;CANDIDO MOTA;CENTRO;CANDIDO MOTA;ASSIS;Urbana;19880063;-22.74072456;-50.39132309;;0;;0;;0;nunca_tratada_cmsp
10352;35010352;WANDYCK FREITAS JORNALISTA;TABOAO DA SERRA;PARQUE ASSUNCAO;TABOAO DA SERRA;TABOAO DA SERRA;Urbana;6754160;-23.60499954;-46.76229858;5,7;1;2020-05-27;155303972;2020;2021;tratada_cmsp
1036;35001036;SEBASTIAO DE SOUZA BUENO PROF;VILA MEDEIROS;VILA MEDEIROS;SAO PAULO;NORTE 2;Urbana;2214030;-23.49230003;-46.58599854;5,11;1;2020-05-27;85898805;2020;2021;tratada_cmsp
10364;35010364;DORVALINO ABILIO TEIXEIRA;JANDIRA;JARDIM SANTO ANTONIO;JANDIRA;ITAPEVI;Urbana;6608000;-23.53790092;-46.91059875;5,2;1;2020-05-27;153538629;2020;2021;tratada_cmsp
10376;35010376;MARIA CRISTINA LOPES;JANDIRA;JARDIM ALVORADA;JANDIRA;ITAPEVI;Urbana;6612220;-23.52169991;-46.92210007;4,85;1;2020-05-27;97205005;2020;2021;tratada_cmsp
10388;35010388;JOSE CHALUPPE;ITAPEVI;VILA SAO FRANCISCO;ITAPEVI;ITAPEVI;Urbana;6654100;-23.54109955;-46.92850113;5,28;1;2020-05-27;298224556;2020;2021;tratada_cmsp
10397;35010397;VICENTE THEMUDO LESSA PROFESSOR;JANDIRA;CENTRO;JANDIRA;ITAPEVI;Urbana;6600020;-23.52776909;-46.90153122;5,35;1;2020-05-27;262885110;2020;2021;tratada_cmsp
10406;35010406;VALENCIO SOARES RODRIGUES;VARGEM GRANDE PAULISTA;JARDIM OLIMPIA;VARGEM GRANDE PAULISTA;SAO ROQUE;Urbana;6730000;-23.60350037;-47.02378845;5,28;1;2020-05-27;64006542;2020;2021;tratada_cmsp
1041;35001041;JOHANN GUTENBERG;JACANA;PARQUE EDU CHAVES;SAO PAULO;NORTE 2;Urbana;2232050;-23.47360039;-46.56330109;5,07;1;2020-05-27;9475380;2020;2021;tratada_cmsp
10424;35010424;CELINA DE BARROS BAIRAO PROFESSORA;ITAPEVI;VILA DOUTOR CARDOSO;ITAPEVI;ITAPEVI;Urbana;6654440;-23.53524017;-46.92118073;5,12;1;2020-05-27;324075816;2020;2021;tratada_cmsp
10431;35010431;AMERICO VALENTIN CHRISTIANINI;ITAPEVI;JARDIM SANTA RITA;ITAPEVI;ITAPEVI;Urbana;6660150;-23.54776955;-46.95024109;5,06;1;2020-05-27;138446318;2020;2021;tratada_cmsp
10443;35010443;NACIF AMIN CHALUPE;ITAPEVI;VILA SANTA FLORA;ITAPEVI;ITAPEVI;Urbana;6683000;-23.54067993;-46.96797943;4,99;1;2020-05-27;99300249;2020;2021;tratada_cmsp
10467;35010467;RAUL BRIQUET DOUTOR;ITAPEVI;CENTRO;ITAPEVI;ITAPEVI;Urbana;6653050;-23.54649925;-46.93289948;5,27;1;2020-05-27;217147464;2020;2021;tratada_cmsp
10470;35010470;EE BAIRRO LUIZ SPINA;BARRETOS;NADIR KENAN;BARRETOS;BARRETOS;Urbana;14784271;-20.58371925;-48.56093979;;0;;0;;0;nunca_tratada_cmsp
10479;35010479;CLARO CAMARGO RIBEIRO;ITAPEVI;AMADOR BUENO;ITAPEVI;ITAPEVI;Urbana;6680420;-23.53249931;-46.98249817;4,99;1;2020-05-27;127680828;2020;2021;tratada_cmsp
10480;35010480;DIMARAES ANTONIO SANDEI PROFESSOR;ITAPEVI;JARDIM PORTELA;ITAPEVI;ITAPEVI;Urbana;6694090;-23.5428009;-46.9394989;5,13;1;2020-05-27;164624165;2020;2021;tratada_cmsp
10492;35010492;VINICIUS DE MORAES;COTIA;GRANJA VIANA;COTIA;CARAPICUIBA;Urbana;6709015;-23.59285927;-46.83675003;5,57;1;2020-05-27;61126746;2020;2021;tratada_cmsp
10506;35010506;CENTRO ATEND SOCIOED ADOLESCENTE CENTRO DE INTERNACAO PROVISORIA CANDIDO PORTINARI CIP;RIBEIRAO PRETO;JARDIM ITAU;RIBEIRAO PRETO;RIBEIRAO PRETO;Urbana;14034000;-21.18792915;-47.86426926;;0;;0;;0;nunca_tratada_cmsp
10509;35010509;FERNANDO NOBRE;COTIA;JARDIM GUERREIRO;COTIA;CARAPICUIBA;Urbana;6710530;-23.59107971;-46.81620026;5,47;1;2020-05-27;102292359;2020;2021;tratada_cmsp
10510;35010510;CARLOS FERREIRA DE MORAES PROFESSOR;COTIA;JARDIM TORINO;COTIA;CARAPICUIBA;Urbana;6713100;-23.6026658;-46.855783;5,33;1;2020-05-27;65106272;2020;2021;tratada_cmsp
10522;35010522;ANTONIETA DI LASCIO OZEKI PROFESSORA;COTIA;PAISAGEM RENOIR;COTIA;CARAPICUIBA;Urbana;6715350;-23.60160065;-46.87540054;4,93;1;2020-05-27;62654537;2020;2021;tratada_cmsp
1053;35001053;LUIZ AMARAL WAGNER PROF;JACANA;VILA CONSTANCA;SAO PAULO;NORTE 2;Urbana;2257000;-23.4734993;-46.58110046;4,93;1;2020-05-28;17103819;2020;2021;tratada_cmsp
10534;35010534;ORLANDO ELLERO PROFESSOR;VARGEM GRANDE PAULISTA;SAO JUDAS TADEU;VARGEM GRANDE PAULISTA;SAO ROQUE;Urbana;6730000;-23.61289978;-47.00679016;5,36;1;2020-05-27;44310857;2020;2021;tratada_cmsp
10546;35010546;JARDIM SANTA ANGELA;COTIA;GRANJA VIANA;COTIA;CARAPICUIBA;Urbana;6709320;-23.58625031;-46.82003021;4,92;1;2020-05-27;58529641;2020;2021;tratada_cmsp
10558;35010558;IDOMINEU ANTUNES CALDEIRA;COTIA;PARQUE BAHIA;COTIA;CARAPICUIBA;Urbana;6717100;-23.60445976;-46.9107399;5,34;1;2020-05-27;230238102;2020;2021;tratada_cmsp
10560;35010560;ESCOLA ESTADUAL DE JURUPEMA;JURUPEMA;CENTRO;TAQUARITINGA;TAQUARITINGA;Urbana;15909021;-21.36602974;-48.56953812;;0;;0;;0;nunca_tratada_cmsp
10561;35010561;ZACARIAS ANTONIO DA SILVA;COTIA;PARQUE BAHIA;COTIA;CARAPICUIBA;Urbana;6717100;-23.60741997;-46.91983032;5,17;1;2020-05-27;265477286;2020;2021;tratada_cmsp
10571;35010571;JOSE BARRETO PROFESSOR;COTIA;JARDIM ISIS;COTIA;CARAPICUIBA;Urbana;6719500;-23.64736938;-46.95837021;5,34;1;2020-05-27;60884964;2020;2021;tratada_cmsp
10583;35010583;ODAIR PACHECO PEDROSO PROFESSOR;COTIA;PARQUE SANTA RITA DE CASSIA;COTIA;CARAPICUIBA;Urbana;6700625;-23.60713005;-46.94298935;5,21;1;2020-05-27;127725321;2020;2021;tratada_cmsp
10595;35010595;BATISTA CEPELOS;COTIA;VILA MONTE SERRAT;COTIA;CARAPICUIBA;Urbana;6717210;-23.60697937;-46.92604828;5,2;1;2020-05-27;205326628;2020;2021;tratada_cmsp
10598;35010598;PARK RESIDENCIAL COLINAS;VOTUPORANGA;PARK RESIDENCIAL COLINAS;VOTUPORANGA;VOTUPORANGA;Urbana;15503364;-20.38920021;-49.97066879;;0;;0;;0;nunca_tratada_cmsp
10601;35010601;ROQUE CELESTINO PIRES;CAUCAIA DO ALTO;CENTRO CAUCAIA DO ALTO;COTIA;CARAPICUIBA;Urbana;6725110;-23.68460083;-47.02210999;5,22;1;2020-05-27;445343424;2020;2021;tratada_cmsp
10613;35010613;CANDIDO RONDON MARECHAL;ITAPEVI;VILA AURORA;ITAPEVI;ITAPEVI;Urbana;6657000;-23.5522995;-46.93629837;5,09;1;2020-05-27;164915403;2020;2021;tratada_cmsp
10625;35010625;ANA MACIEIRA DE OLIVEIRA;COTIA;PEDRAS;COTIA;CARAPICUIBA;Urbana;6720480;-23.6199398;-46.97570038;5,52;1;2020-05-27;60823411;2020;2021;tratada_cmsp
10626;35010626;CIDADE JULIA II;CIDADE ADEMAR;CIDADE JULIA;SAO PAULO;SUL 1;Urbana;4425000;-23.68997002;-46.64484024;;0;;0;;0;nunca_tratada_cmsp
10637;35010637;PAULO SOARES DA SILVA;VARGEM GRANDE PAULISTA;TIJUCO PRETO;VARGEM GRANDE PAULISTA;SAO ROQUE;Urbana;6730000;-23.63879967;-46.99250031;5,45;1;2020-05-27;146459152;2020;2021;tratada_cmsp
10641;35010641;PROFESSORA VILMA FERRARI;PIRACICABA;VALE DO SOL;PIRACICABA;PIRACICABA;Urbana;13406360;-22.68075943;-47.7135582;;0;;0;;0;nunca_tratada_cmsp
10649;35010649;HENRIQUE SAMMARTINO ALFERES;JANDIRA;JARDIM ROSA EMILIA;JANDIRA;ITAPEVI;Urbana;6608430;-23.53035927;-46.91865158;5,12;1;2020-05-27;133041140;2020;2021;tratada_cmsp
1065;35001065;DAVID EUGENIO DOS SANTOS PROF;VILA MEDEIROS;VILA MEDEIROS;SAO PAULO;NORTE 2;Urbana;2204001;-23.48358917;-46.58982086;5,29;1;2020-05-27;35687870;2020;2021;tratada_cmsp
10650;35010650;JOSE NEYDE CESAR LESSA DOUTOR;ITAPEVI;NOVA ITAPEVI;ITAPEVI;ITAPEVI;Urbana;6694000;-23.53779984;-46.93899918;5,31;1;2020-05-27;213451405;2020;2021;tratada_cmsp
10662;35010662;OSWALDO SAMMARTINO;JANDIRA;VILA ANITA COSTA;JANDIRA;ITAPEVI;Urbana;6600170;-23.53502083;-46.90097046;5,11;1;2020-05-27;54833835;2020;2021;tratada_cmsp
10674;35010674;ELOI LACERDA PROF;OSASCO;PIRATININGA;OSASCO;OSASCO;Urbana;6233120;-23.51951027;-46.79216003;4,82;1;2020-05-27;58099208;2020;2021;tratada_cmsp
10686;35010686;ERNESTO THENN DE BARROS PROFESSOR;OSASCO;JARDIM NOVO OSASCO;OSASCO;OSASCO;Urbana;6142100;-23.57099915;-46.79610062;5,18;1;2020-05-27;161476455;2020;2021;tratada_cmsp
10716;35010716;JOSE MARIA RODRIGUES LEITE PROFESSOR;OSASCO;VILA CAMPESINA;OSASCO;OSASCO;Urbana;6023030;-23.54247093;-46.77180099;5,51;1;2020-05-27;252457660;2020;2021;tratada_cmsp
10728;35010728;ALCYR OLIVEIRA PORCIUNCULA PROFESSOR;OSASCO;VILA MENCK;OSASCO;OSASCO;Urbana;6273000;-23.50626564;-46.76723099;5,14;1;2020-05-27;131984277;2020;2021;tratada_cmsp
10731;35010731;CAMPO BONITO;INDAIATUBA;PARQUE CAMPO BONITO;INDAIATUBA;CAPIVARI;Urbana;13349057;-23.09632492;-47.27640152;;0;;0;;0;nunca_tratada_cmsp
10733;35010733;EE JARDIM REAL II;PRESIDENTE EPITACIO;N? 2945;PRESIDENTE EPITACIO;SANTO ANASTACIO;Urbana;19470000;-21.78971481;-52.11585617;;0;;0;;0;nunca_tratada_cmsp
10741;35010741;ROSA BONFIGLIOLI;OSASCO;JARDIM DABRIL;OSASCO;OSASCO;Urbana;6038300;-23.56889915;-46.77750015;5,02;1;2020-05-27;67398975;2020;2021;tratada_cmsp
1077;35001077;JUDITH GUIMARAES DOS SANTOS PROFA;TREMEMBE;BORTOLANDIA;SAO PAULO;NORTE 2;Urbana;2352030;-23.45639992;-46.59719849;5,49;1;2020-05-27;72493895;2020;2021;tratada_cmsp
10781;35010781;CEL JTO A EE PROF? MARIA PIA SILVA CASTRO;FRANCA;PARQUE DO HORTO;FRANCA;FRANCA;Urbana;14409360;-20.48782921;-47.4026413;;0;;0;;0;nunca_tratada_cmsp
10789;35010789;JOSE LIBERATTI PROFESSOR;OSASCO;CENTRO;OSASCO;OSASCO;Urbana;6016020;-23.53539085;-46.77835083;5,55;1;2020-05-27;263340074;2020;2021;tratada_cmsp
10790;35010790;FRANCISCA LISBOA PERALTA PROFESSORA;OSASCO;JARDIM ELVIRA;OSASCO;OSASCO;Urbana;6243000;-23.50359917;-46.7948494;4,99;1;2020-05-27;69745551;2020;2021;tratada_cmsp
10807;35010807;ANTONIO PAIVA DE SAMPAIO CORONEL;OSASCO;QUITAUNA;OSASCO;OSASCO;Urbana;6186190;-23.53392982;-46.81111908;5,12;1;2020-05-27;32966096;2020;2021;tratada_cmsp
10820;35010820;FANNY MONZONI SANTOS PROFESSORA;OSASCO;VILA YOLANDA;OSASCO;OSASCO;Urbana;6120280;-23.54556084;-46.79280853;5,37;1;2020-05-27;201134126;2020;2021;tratada_cmsp
10844;35010844;MARIA AUGUSTA SIQUEIRA PROFESSORA;OSASCO;REMEDIOS;OSASCO;OSASCO;Urbana;6296060;-23.51741028;-46.75756836;4,92;1;2020-05-27;111433113;2020;2021;tratada_cmsp
10868;35010868;LUIZ LUSTOSA DA SILVA PROFESSOR DOUTOR;OSASCO;BARONESA;OSASCO;OSASCO;Urbana;6266030;-23.49670029;-46.78609848;4,8;1;2020-05-27;316212454;2020;2021;tratada_cmsp
10873;35010873;JOAO BAPTISTA DE BRITO PROFESSOR;OSASCO;VILA YARA;OSASCO;OSASCO;Urbana;6020040;-23.54949951;-46.75999832;5,4;1;2020-05-27;332940488;2020;2021;tratada_cmsp
10881;35010881;AURELIANO LEITE DOUTOR;OSASCO;VILA MENK;OSASCO;OSASCO;Urbana;6270060;-23.49888992;-46.77042007;5,01;1;2020-05-27;179884932;2020;2021;tratada_cmsp
1089;35001089;GABRIELA MISTRAL;JACANA;PARQUE EDU CHAVES;SAO PAULO;NORTE 2;Urbana;2232000;-23.47837067;-46.5623703;4,99;1;2020-05-27;34167176;2020;2021;tratada_cmsp
10893;35010893;AMERICO MARCO ANTONIO DOUTOR;OSASCO;PESTANA;OSASCO;OSASCO;Urbana;6122170;-23.54348946;-46.8012886;5,22;1;2020-05-27;290063987;2020;2021;tratada_cmsp
1090;35001090;JOSE MARIA REYS PROF;VILA MEDEIROS;JARDIM JAPAO;SAO PAULO;NORTE 2;Urbana;2135001;-23.49739075;-46.5872612;5,2;1;2020-05-27;42549025;2020;2021;tratada_cmsp
10900;35010900;BENEDICTO CALDEIRA PROFESSOR;OSASCO;JAGUARIBE;OSASCO;OSASCO;Urbana;6050070;-23.55882072;-46.78659058;5,48;1;2020-05-27;139642435;2020;2021;tratada_cmsp
10923;35010923;HELOISA DE ASSUMPCAO PROFESSORA;OSASCO;KM 18;OSASCO;OSASCO;Urbana;6192010;-23.52499962;-46.80509949;5,29;1;2020-05-27;126865692;2020;2021;tratada_cmsp
10947;35010947;ALICE VELHO TEIXEIRA PROFESSORA;OSASCO;PRESIDENTE ALTINO;OSASCO;OSASCO;Urbana;6210070;-23.52969933;-46.76285172;4,95;1;2020-05-27;124005218;2020;2021;tratada_cmsp
10959;35010959;JULIA LOPES DE ALMEIDA;OSASCO;ROCHDALE;OSASCO;OSASCO;Urbana;6226002;-23.51819992;-46.78089905;5,15;1;2020-05-27;295432142;2020;2021;tratada_cmsp
10984;35010984;GLORIA AZEDIA BONETTI PROFESSORA;OSASCO;BELA VISTA;OSASCO;OSASCO;Urbana;6070270;-23.54969025;-46.78390884;5,51;1;2020-05-27;49686485;2020;2021;tratada_cmsp
10996;35010996;GRACILIANO RAMOS;OSASCO;NOVO OSASCO;OSASCO;OSASCO;Urbana;6045270;-23.57744026;-46.7928772;4,97;1;2020-05-27;93358702;2020;2021;tratada_cmsp
11010;35011010;OGUIOMAR RUGGERI PROFESSOR;OSASCO;VELOSO;OSASCO;OSASCO;Urbana;6144170;-23.56640053;-46.80229187;5,2;1;2020-05-27;187021729;2020;2021;tratada_cmsp
11022;35011022;GUILHERME DE OLIVEIRA GOMES DEPUTADO;OSASCO;CIPAVA;OSASCO;OSASCO;Urbana;6075150;-23.54678917;-46.78950882;;0;;0;;0;nunca_tratada_cmsp
