codigo_escola;codigo_escola_mec;nome_escola;distrito;bairro;municipio;diretoria;localizacao;cep;latitude;longitude;nivel_socioeconomico;tratamento_cmsp;tratamento_cmsp_periodo;tratamento_cmsp_intensidade;ano_primeiro_cmsp_real;g_cmsp;grupo_cmsp
50398;35050398;ANA MARIA BENTO PROFESSORA;GRAJAU;PARQUE RESIDENCIAL COCAIA;SAO PAULO;SUL 3;Urbana;4849080;-23.74270058;-46.67089844;5,13;1;2020-05-27;63404359;2020;2021;tratada_cmsp
504;35000504;MARIO TEIXEIRA MARIANO PROFESSOR;LIMAO;JARDIM PRIMAVERA ZONA NORTE;SAO PAULO;CENTRO;Urbana;2756030;-23.48488045;-46.67782974;5,32;1;2020-05-27;135432940;2020;2021;tratada_cmsp
50404;35050404;JARDIM ALEGRIA II;FRANCISCO MORATO;JARDIM ALEGRIA;FRANCISCO MORATO;CAIEIRAS;Urbana;7985030;-23.28561974;-46.70811081;4,88;1;2020-05-27;189991390;2020;2021;tratada_cmsp
50428;35050428;KATIA MARIA TARIFA LEME TONELLI PROFA;FRANCO DA ROCHA;JD PROGRESSO;FRANCO DA ROCHA;CAIEIRAS;Urbana;7860220;-23.31979942;-46.7137413;5;1;2020-05-27;274472060;2020;2021;tratada_cmsp
50436;35050436;JOSE PARADA PROFESSOR;FRANCO DA ROCHA;PARQUE PRETORIA;FRANCO DA ROCHA;CAIEIRAS;Urbana;7864180;-23.32509995;-46.69852066;4,71;1;2020-05-27;95139810;2020;2021;tratada_cmsp
5046;35005046;JOSE NASCIMENTO PROFESSOR;CIDADE ADEMAR;CIDADE JULIA;SAO PAULO;SUL 1;Urbana;4424030;-23.68582916;-46.63837814;5,01;1;2020-05-27;93584757;2020;2021;tratada_cmsp
5058;35005058;BENTO PEREIRA DA ROCHA PROFESSOR;PEDREIRA;JARDIM RUBILENE;SAO PAULO;SUL 1;Urbana;4475100;-23.70340919;-46.63343048;5,02;1;2020-05-27;129400164;2020;2021;tratada_cmsp
5061;35005061;ZULMIRA CAVALHEIRO FAUSTINO DONA;JARDIM SAO LUIS;JARDIM MIRANTE;SAO PAULO;SUL 2;Urbana;5801050;-23.64563942;-46.73291016;5,04;1;2020-05-27;162972300;2020;2021;tratada_cmsp
5071;35005071;EUSEBIO DE PAULA MARCONDES PROFESSOR;CAMPO GRANDE;VILA CAMPO GRANDE;SAO PAULO;SUL 1;Urbana;4455360;-23.68213081;-46.67739105;5,04;1;2020-05-27;96547948;2020;2021;tratada_cmsp
5083;35005083;JOAQUIM ADOLFO ARAUJO PROFESSOR;CAMPO GRANDE;VILA ARRIETE;SAO PAULO;SUL 1;Urbana;4445090;-23.68289948;-46.68352127;5,34;1;2020-05-27;150774190;2020;2021;tratada_cmsp
5095;35005095;HUGO LACORTE VITALE DEPUTADO;CAMPO LIMPO;PIRAJUSSARA;SAO PAULO;SUL 1;Urbana;5790150;-23.64388084;-46.786129;4,94;1;2020-05-27;168096837;2020;2021;tratada_cmsp
5113;35005113;MEXICO;CIDADE ADEMAR;VILA JOANIZA;SAO PAULO;SUL 1;Urbana;4403360;-23.67324066;-46.65953064;4,95;1;2020-05-27;186392926;2020;2021;tratada_cmsp
512084;35512084;BAIRRO DO PINHEIRINHO;CUNHA;PINHEIRINHO;CUNHA;GUARATINGUETA;Rural;12530000;-23.1868;-44.9291;;0;;0;;0;nunca_tratada_cmsp
5125;35005125;PAULO EIRO;SANTO AMARO;SANTO AMARO;SAO PAULO;SUL 1;Urbana;4753060;-23.65393066;-46.71001816;5,25;1;2020-05-27;80355183;2020;2021;tratada_cmsp
5137;35005137;ZENAIDE LOPES DE OLIVEIRA GODOY PROFESSORA;CIDADE ADEMAR;VILA CONSTANCA;SAO PAULO;SUL 1;Urbana;4658240;-23.66692924;-46.66962814;5,14;1;2020-05-27;263654478;2020;2021;tratada_cmsp
5149;35005149;JOAO EVANGELISTA COSTA PROFESSOR;CIDADE ADEMAR;JARDIM PRUDENCIA;SAO PAULO;SUL 1;Urbana;4366000;-23.66411018;-46.66059875;5,19;1;2020-05-27;333870815;2020;2021;tratada_cmsp
5150;35005150;MANUEL BORBA GATO;PEDREIRA;JARDIM DA PEDREIRA;SAO PAULO;SUL 1;Urbana;4462000;-23.69786072;-46.67144012;5,21;1;2020-05-27;98099341;2020;2021;tratada_cmsp
516;35000516;JOSE CARLOS DIAS PROFESSOR;CASA VERDE;VILA BARUEL;SAO PAULO;CENTRO;Urbana;2522100;-23.50452995;-46.65996933;5,04;1;2020-05-27;19807050;2020;2021;tratada_cmsp
5162;35005162;ALBERTO CONTE PROFESSOR;SANTO AMARO;SANTO AMARO;SAO PAULO;SUL 1;Urbana;4754010;-23.64990997;-46.70714951;5,18;1;2020-05-27;206078710;2020;2021;tratada_cmsp
5174;35005174;LUIS ARROBAS MARTINS DOUTOR;SANTO AMARO;VILA CRUZEIRO;SAO PAULO;SUL 1;Urbana;4726070;-23.63835907;-46.70996857;5,39;1;2020-05-27;232859844;2020;2021;tratada_cmsp
518591;35518591;MARIA ONDINA ANDRADE PROF?;SOROCABA;SANTA ESMERALDA;SOROCABA;SOROCABA;Urbana;18079143;-23.43670082;-47.48630142;5,29;1;2020-05-27;242506690;2020;2021;tratada_cmsp
5186;35005186;LUIZ GONZAGA PINTO E SILVA PROFESSOR;JARDIM SAO LUIS;JARDIM SAO LUIS;SAO PAULO;SUL 2;Urbana;5843000;-23.65294075;-46.73762131;5,06;1;2020-05-27;236065151;2020;2021;tratada_cmsp
5198;35005198;PLINIO NEGRAO;SANTO AMARO;VILA CRUZEIRO;SAO PAULO;SUL 1;Urbana;4727001;-23.64183044;-46.71530914;5,42;1;2020-05-27;268867632;2020;2021;tratada_cmsp
5204;35005204;KENNEDY PRESIDENTE;CAMPO LIMPO;VILA PIRAJUSSARA;SAO PAULO;SUL 1;Urbana;5786110;-23.63459969;-46.77077866;5,17;1;2020-05-27;163075024;2020;2021;tratada_cmsp
5216;35005216;ISALTINO DE MELLO PROFESSOR;CAMPO GRANDE;VILA GEA;SAO PAULO;SUL 1;Urbana;4691040;-23.67439079;-46.68764114;5,33;1;2020-05-27;177975917;2020;2021;tratada_cmsp
5228;35005228;SABOIA DE MEDEIROS PADRE EE;SANTO AMARO;CHACARA SANTO ANTONIO ZONA SUL;SAO PAULO;SUL 1;Urbana;4715002;-23.63301086;-46.69952011;5,42;1;2020-05-27;75630149;2020;2021;tratada_cmsp
5236;35005236;MARIA PECCIOLI GIANNASI PROFESSORA;JARDIM ANGELA;JARDIM SANTA MARGARIDA;SAO PAULO;SUL 2;Urbana;4930055;-23.6805191;-46.75188828;5,05;1;2020-05-27;124875647;2020;2021;tratada_cmsp
523604;35523604;BAIRRO BOM JARDIM;GUARUJA;BALNEARIO PRAIA DO PEREQUE;GUARUJA;SANTOS;Urbana;11446000;-23.9251;-46.2114;;0;;0;;0;nunca_tratada_cmsp
523636;35523636;PRAINHA BRANCA;GUARUJA;BALNEARIO PRAIA DO PEREQUE;GUARUJA;SANTOS;Urbana;11446000;-23.92844963;-46.20785141;;1;2021-02-08;23751;2021;2021;tratada_cmsp
524062;35524062;BAIRRO DA JUVEVA;CAMPOS DE CUNHA;JUVEVA;CUNHA;GUARATINGUETA;Rural;12530000;-22.8875;-44.7393;;0;;0;;0;nunca_tratada_cmsp
5241;35005241;PAULO OCTAVIO DE AZEVEDO PROFESSOR;JARDIM SAO LUIS;JARDIM SANTA EDWIGES CAPELA DO SOCORRO;SAO PAULO;SUL 2;Urbana;4913110;-23.67977905;-46.73826981;4,94;1;2020-05-27;160430487;2020;2021;tratada_cmsp
5253;35005253;JOAO DE DEUS CARDOSO DE MELLO;JARDIM SAO LUIS;JARDIM SOUZA;SAO PAULO;SUL 2;Urbana;4917070;-23.68902016;-46.74832916;5,11;1;2020-05-27;63878359;2020;2021;tratada_cmsp
5265;35005265;ORLANDO MENDES DE MORAES PROFESSOR;JARDIM ANGELA;PARQUE BOLOGNE;SAO PAULO;SUL 2;Urbana;4941175;-23.71869087;-46.78276825;5,07;1;2020-05-27;279790983;2020;2021;tratada_cmsp
5277;35005277;BEATRIZ LOPES PROFA;CIDADE DUTRA;CIDADE DUTRA;SAO PAULO;SUL 3;Urbana;4807030;-23.7112999;-46.70069885;5,13;1;2020-05-27;89305769;2020;2021;tratada_cmsp
528;35000528;COLOMBO DE ALMEIDA PROFESSOR;CASA VERDE;CASA VERDE ALTA;SAO PAULO;CENTRO;Urbana;2545060;-23.4939003;-46.66149902;5;1;2020-05-27;124742076;2020;2021;tratada_cmsp
5289;35005289;ALBERTO SALOTTI PROF EE;CIDADE DUTRA;JARDIM FLORESTA;SAO PAULO;SUL 3;Urbana;4836130;-23.74040031;-46.70589828;5,34;1;2020-05-27;239774552;2020;2021;tratada_cmsp
5290;35005290;LEVI CARNEIRO;GRAJAU;JARDIM MYRNA;SAO PAULO;SUL 3;Urbana;4856070;-23.76339912;-46.69620132;5,1;1;2020-05-27;217893948;2020;2021;tratada_cmsp
530323;35530323;BAIRRO PARAIBUNA II;CUNHA;PARAIBUNA;CUNHA;GUARATINGUETA;Rural;12530000;-23.20458031;-44.99531937;;0;;0;;0;nunca_tratada_cmsp
530335;35530335;BAIRRO DO CEDRO;CUNHA;CENTRO;CUNHA;GUARATINGUETA;Rural;12530000;-22.96229935;-45.04877853;;0;;0;;0;nunca_tratada_cmsp
5307;35005307;PAULINO NUNES ESPOSO;PARELHEIROS;JARDIM CASA GRANDE;SAO PAULO;SUL 3;Urbana;4865005;-23.77639961;-46.72269821;5,33;1;2020-05-27;174187220;2020;2021;tratada_cmsp
5319;35005319;ALEXANDRE MARCONDES FILHO SENADOR;PARELHEIROS;JARDIM NOVO PARELHEIROS;SAO PAULO;SUL 3;Urbana;4890400;-23.83046341;-46.72550583;5,13;1;2020-05-27;34222501;2020;2021;tratada_cmsp
5320;35005320;PRISCILIANA DUARTE DE ALMEIDA DONA;PARELHEIROS;JARDIM CASA GRANDE;SAO PAULO;SUL 3;Urbana;4865005;-23.82723045;-46.73199081;4,93;1;2020-05-27;134653866;2020;2021;tratada_cmsp
5332;35005332;ERNESTINO LOPES DA SILVA PROF;PARELHEIROS;COLONIA (ZONA SUL);SAO PAULO;SUL 3;Urbana;4892190;-23.84840012;-46.69779968;5,17;1;2020-05-27;36284361;2020;2021;tratada_cmsp
5344;35005344;HILTON REIS SANTOS PROF;MARSILAC;EMBURA;SAO PAULO;SUL 3;Urbana;4893000;-23.87792969;-46.74047089;5,18;1;2020-05-27;218276332;2020;2021;tratada_cmsp
534924;35534924;ALDEIA BANANAL;PERUIBE;BAMBU;PERUIBE;SAO VICENTE;Rural;11776314;-24.26161003;-46.98276901;;1;2020-10-21;1569;2020;2021;tratada_cmsp
5356;35005356;DUARTE LEOPOLDO E SILVA DOM;SOCORRO;SOCORRO;SAO PAULO;SUL 3;Urbana;4764001;-23.67020035;-46.71469879;5,3;1;2020-05-27;110149242;2020;2021;tratada_cmsp
536;35000536;TARCISIO ALVARES LOBO;LIMAO;VILA SIQUEIRA;SAO PAULO;CENTRO;Urbana;2722000;-23.50270081;-46.68330002;5,21;1;2020-05-27;163568064;2020;2021;tratada_cmsp
5368;35005368;JOSE VIEIRA DE MORAES PROF;CIDADE DUTRA;RIO BONITO;SAO PAULO;SUL 3;Urbana;4826000;-23.71899986;-46.70100021;5,29;1;2020-05-27;437628619;2020;2021;tratada_cmsp
5373;35005373;JOSE GERALDO DE LIMA PROF EE;SOCORRO;JARDIM IPANEMA ZONA SUL;SAO PAULO;SUL 3;Urbana;4784000;-23.68881035;-46.70803833;5,56;1;2020-05-27;46298704;2020;2021;tratada_cmsp
5381;35005381;ADOLFO CASAIS MONTEIRO PROF;CIDADE DUTRA;PARQUE COLONIAL;SAO PAULO;SUL 3;Urbana;4821270;-23.72570038;-46.68579865;5,1;1;2020-05-27;123618069;2020;2021;tratada_cmsp
5393;35005393;JUVENTINA MARCONDES DOMINGUES DE CASTRO PROFA;GRAJAU;JARDIM VARGINHA;SAO PAULO;SUL 3;Urbana;4857040;-23.78644943;-46.68471909;4,9;1;2020-05-27;129704424;2020;2021;tratada_cmsp
5400;35005400;ALFREDO VIANELLO GREGORIO COMENDADOR;JARDIM SAO LUIS;JD SAO LUIS;SAO PAULO;SUL 2;Urbana;5818260;-23.66515923;-46.73104095;5,17;1;2020-05-27;243035913;2020;2021;tratada_cmsp
541;35000541;JOAQUIM NABUCO;LIMAO;VILA CELESTE;SAO PAULO;CENTRO;Urbana;2543000;-23.48856926;-46.66577911;5,15;1;2020-05-27;28007046;2020;2021;tratada_cmsp
5411;35005411;AMELIA KERR NOGUEIRA PROFESSORA;JARDIM ANGELA;JARDIM HORIZONTE AZUL;SAO PAULO;SUL 2;Urbana;4962000;-23.74094963;-46.78218842;4,9;1;2020-05-27;370106057;2020;2021;tratada_cmsp
5423;35005423;CLARINA AMARAL GURGEL PROFA;GRAJAU;JARDIM SHANGRILA ZONA SUL;SAO PAULO;SUL 3;Urbana;4852006;-23.75869942;-46.66569901;5,2;1;2020-05-27;28843005;2020;2021;tratada_cmsp
542787;35542787;BAIRRO TURVO DE BAIXO;SAO JOSE DOS CAMPOS;TURVO;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;Rural;12209000;-23.0986233;-45.9756736;;1;2020-05-28;68087;2020;2021;tratada_cmsp
5435;35005435;VICENTE LEPORACE;JARDIM SAO LUIS;JARDIM DAS FLORES;SAO PAULO;SUL 2;Urbana;4904120;-23.67374039;-46.73952103;5,13;1;2020-05-27;285917019;2020;2021;tratada_cmsp
5447;35005447;MARIA AMELIA BRAZ PROFA;CIDADE DUTRA;JARDIM SAO RAFAEL;SAO PAULO;SUL 3;Urbana;4860050;-23.76099968;-46.71730042;5,09;1;2020-05-27;36604164;2020;2021;tratada_cmsp
5459;35005459;HERBERT BALDUS;GRAJAU;JARDIM SAO BERNARDO;SAO PAULO;SUL 3;Urbana;4844560;-23.75938034;-46.70446014;5,21;1;2020-05-27;206580729;2020;2021;tratada_cmsp
5460;35005460;JERONYMO MONTEIRO;CIDADE DUTRA;JARDIM IMPERIAL;SAO PAULO;SUL 3;Urbana;4823080;-23.72640038;-46.69860077;5,19;1;2020-05-27;35635386;2020;2021;tratada_cmsp
5472;35005472;SINHA PANTOJA;JARDIM SAO LUIS;RECANTO SANTO ANTONIO;SAO PAULO;SUL 2;Urbana;5816220;-23.66783905;-46.74071884;4,9;1;2020-05-27;45046549;2020;2021;tratada_cmsp
5476;35005476;CENTRO DE DETENCAO PROVISORIA DE LIMEIRA;LIMEIRA;DO PORTO;LIMEIRA;LIMEIRA;Rural;13484200;-22.58358002;-47.37754822;;0;;0;;0;nunca_tratada_cmsp
5478;35005478;PENITENCIARIA FEMININA DE GUARIBA;GUARIBA;ZONA RURAL;GUARIBA;JABOTICABAL;Rural;14840000;-21.36839676;-48.27709579;;0;;0;;0;nunca_tratada_cmsp
5484;35005484;JOAO BATISTA DE CARVALHO MONSENHOR;JARDIM SAO LUIS;JARDIM CRIS;SAO PAULO;SUL 2;Urbana;5834090;-23.67270088;-46.75265121;4,96;1;2020-05-27;131770539;2020;2021;tratada_cmsp
5502;35005502;BELEM DA SERRA;FRANCISCO MORATO;BELEM CAPELA;FRANCISCO MORATO;CAIEIRAS;Urbana;7990040;-23.27761078;-46.73986053;5,12;1;2020-05-27;250684749;2020;2021;tratada_cmsp
553;35000553;JACOMO STAVALE PROFESSOR;FREGUESIA DO O;MOINHO VELHO;SAO PAULO;NORTE 1;Urbana;2960020;-23.49601936;-46.6996994;5,49;1;2020-05-27;344377948;2020;2021;tratada_cmsp
5538;35005538;SUZANA DIAS;CAJAMAR;CENTRO;CAJAMAR;CAIEIRAS;Urbana;7752000;-23.36137962;-46.87276077;5,14;1;2020-05-27;133143821;2020;2021;tratada_cmsp
5548;35005548;WALTER RIBAS DE ANDRADE PROF EE;JORDANESIA;JORDANESIA;CAJAMAR;CAIEIRAS;Urbana;7776450;-23.33636093;-46.84513092;4,86;1;2020-05-27;71164964;2020;2021;tratada_cmsp
5551;35005551;JOAQUIM MARQUES DA SILVA SOBRINHO TTE;POLVILHO;DO POLVILHO;CAJAMAR;CAIEIRAS;Urbana;7790625;-23.40796089;-46.84365082;5,26;1;2020-05-27;92510576;2020;2021;tratada_cmsp
556610;35556610;BAIRRO DO SAPEZAL;CUNHA;SAPEZAL;CUNHA;GUARATINGUETA;Rural;12530000;-23.08309937;-45.06829071;;0;;0;;0;nunca_tratada_cmsp
5575;35005575;ALBERTO GRAF CAPITAO;CAIEIRAS;SERPA;CAIEIRAS;CAIEIRAS;Urbana;7713125;-23.35206032;-46.74777985;5,2;1;2020-05-27;201899658;2020;2021;tratada_cmsp
558187;35558187;HOSPITAL DARCY VARGAS CL HOSP;VILA SONIA;MORUMBI;SAO PAULO;CENTRO OESTE;Urbana;5614040;-23.5934;-46.7104;;0;;0;;0;nunca_tratada_cmsp
558199;35558199;HOSPITAL DARCY VARGAS CL HOSPITALAR;VILA SONIA;MORUMBI;SAO PAULO;CENTRO OESTE;Urbana;5614040;-23.5935;-46.7105;;0;;0;;0;nunca_tratada_cmsp
558217;35558217;HOSPITAL DARCY VARGAS CL HOSP;VILA SONIA;MORUMBI;SAO PAULO;CENTRO OESTE;Urbana;5614040;-23.5934;-46.7104;;0;;0;;0;nunca_tratada_cmsp
558230;35558230;HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR;LIBERDADE;LIBERDADE;SAO PAULO;CENTRO SUL;Urbana;1509010;-23.5655098;-46.63788986;;0;;0;;0;nunca_tratada_cmsp
558643;35558643;MARIA DE CAMPOS PIRES MACIEL PROFESSORA;GUAIANAS;GUAIANAS;PEDERNEIRAS;JAU;Urbana;17287020;-22.30965233;-48.89263153;5,24;1;2020-05-27;8259381;2020;2021;tratada_cmsp
5587;35005587;ISAIAS LUIZ MATIAZZO;CAIEIRAS;VERA TEREZA;CAIEIRAS;CAIEIRAS;Urbana;7718055;-23.33402061;-46.75434113;5,25;1;2020-05-27;97378385;2020;2021;tratada_cmsp
558771;35558771;NUCLEO BONANZA;ROSANA;GLEBA XV DE NOVEMBRO;ROSANA;MIRANTE DO PARANAPANEMA;Rural;19273000;-22.46789932;-52.77159882;;0;;0;;0;nunca_tratada_cmsp
559076;35559076;ALDEIA PINDO TY;PARIQUERA-ACU;LINHA JURUBATUBA;PARIQUERA-ACU;REGISTRO;Rural;11930000;-24.75048065;-47.86373138;;0;;0;;0;nunca_tratada_cmsp
559088;35559088;ALDEIA PEGUAO TY;SETE BARRAS;SAIBADELA;SETE BARRAS;REGISTRO;Rural;11910000;-24.28780937;-48.30912018;;1;2021-09-27;107;2021;2021;tratada_cmsp
559097;35559097;KUARAY O E A SOL NASCENTE;MONGAGUA;ALDEIA ITAOCA;MONGAGUA;SAO VICENTE;Urbana;11730000;-24.11581039;-46.68315125;;1;2021-03-10;212;2021;2021;tratada_cmsp
559106;35559106;ALDEIA AGUAPEU;MONGAGUA;AGUAPEU;MONGAGUA;SAO VICENTE;Rural;11730000;-24.08580971;-46.65306091;;0;;0;;0;nunca_tratada_cmsp
559118;35559118;ALDEIA PIACAGUERA;PERUIBE;SANTA CRUZ;PERUIBE;SAO VICENTE;Rural;11750000;-24.24653053;-46.90629959;;0;;0;;0;nunca_tratada_cmsp
559124;35559124;BAIRRO DO SALTINHO;RIBEIRA;SALTINHO;RIBEIRA;APIAI;Rural;18380000;-24.64973068;-48.93746185;;0;;0;;0;nunca_tratada_cmsp
559155;35559155;HOSPITAL DARCY VARGAS CLASSE HOSPITALAR;VILA SONIA;MORUMBI;SAO PAULO;CENTRO OESTE;Urbana;5614040;-23.5934;-46.7104;;0;;0;;0;nunca_tratada_cmsp
559167;35559167;ADOLFO TRIPOLI CL HOSPITALAR DARCY VARGAS;VILA SONIA;MORUMBI;SAO PAULO;CENTRO OESTE;Urbana;5614040;-23.59339905;-46.71039963;;0;;0;;0;nunca_tratada_cmsp
559179;35559179;HOSPITAL DARCY VARGAS CL HOSPITALAR;VILA SONIA;MORUMBI;SAO PAULO;CENTRO OESTE;Urbana;5614040;-23.5934;-46.7104;;0;;0;;0;nunca_tratada_cmsp
559180;35559180;HOSPITAL DAS CLINICAS DE MARILIA CLASSE HOSPITALAR;MARILIA;BARBOSA;MARILIA;MARILIA;Urbana;17501441;-22.22489929;-49.93799973;;0;;0;;0;nunca_tratada_cmsp
559192;35559192;ASSENTAMENTO LAUDENOR DE SOUZA;TEODORO SAMPAIO;ASSENTAMENTO LAUDENOR DE SOUZA;TEODORO SAMPAIO;MIRANTE DO PARANAPANEMA;Rural;19280000;-22.27920878;-52.55064069;;0;;0;;0;nunca_tratada_cmsp
559210;35559210;DJEKUPE AMBA ARANDY;JARAGUA;VILA JARAGUA;SAO PAULO;NORTE 1;Urbana;5161000;-23.46372986;-46.75337982;;1;2020-05-27;783630;2020;2021;tratada_cmsp
559246;35559246;PAULO ROSSI PROF CL HOSPITALAR HOSP SERV PUB ESTADUAL;MOEMA;VL CLEMENTINO;SAO PAULO;CENTRO OESTE;Urbana;4039004;-23.5972;-46.6544;;0;;0;;0;nunca_tratada_cmsp
559258;35559258;PAULO ROSSI PROF CL HOSPITALAR HOSP SERV PUB ESTADUAL;MOEMA;VL CLEMENTINO;SAO PAULO;CENTRO OESTE;Urbana;4039004;-23.5972;-46.6544;;0;;0;;0;nunca_tratada_cmsp
559271;35559271;HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR;LIBERDADE;LIBERDADE;SAO PAULO;CENTRO SUL;Urbana;1509010;-23.5655098;-46.63788986;;0;;0;;0;nunca_tratada_cmsp
559301;35559301;CENTRO ATEND SOCIOEDUC ADOLESCENTE ARACA CI;ARACATUBA;JARDIM PAULISTA;ARACATUBA;ARACATUBA;Rural;16060280;-21.19622993;-50.41699982;;1;2021-03-03;152456;2021;2021;tratada_cmsp
559337;35559337;CENTRO ATEND SOCIOEDUC ADOLESCENTE PIRITUBA CI;PIRITUBA;JARDIM REGINA;SAO PAULO;NORTE 1;Urbana;5175200;-23.47561073;-46.73892975;;1;2021-06-09;162359;2021;2021;tratada_cmsp
559362;35559362;CENTRO ATEND SOCIOEDUC ADOLESCENTE GRANDES LAGOS CI;SAO JOSE DO RIO PRETO;RESIDENCIAL HELENA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;Rural;15046450;-20.74040031;-49.38069916;;1;2021-02-08;143225;2021;2021;tratada_cmsp
559374;35559374;CENTRO DE ATEND SOCIOEDC AO ADOLESCENTE RIO TAMISA CI 36;BRAS;BRAS;SAO PAULO;CENTRO;Urbana;3043050;-23.54833031;-46.61566925;;0;;0;;0;nunca_tratada_cmsp
559386;35559386;CENTRO DE ATEND SOCIOEDC AO ADOLESCENTE RIO TAMISA CI 36;BRAS;BRAS;SAO PAULO;CENTRO;Urbana;3043050;-23.54788971;-46.6150589;;1;2021-02-11;56394;2021;2021;tratada_cmsp
559398;35559398;CENTRO ATEND SOCIOEDUC ADOLESCENTE DE SAO CARLOS CIP;SAO CARLOS;CONJUNTO HABITACIONAL WALDOMIRO LOBBE SOBRINHO;SAO CARLOS;SAO CARLOS;Urbana;13570829;-22.04549109;-47.88443417;;0;;0;;0;nunca_tratada_cmsp
559477;35559477;CENTRO ATEND SOCIOEDUC ADOLESCENTE DE BAURU CI;BAURU;NUCLEO RESIDENCIAL PRESIDENTE GEISEL;BAURU;BAURU;Urbana;17033530;-22.33502007;-49.01995087;;0;;0;;0;nunca_tratada_cmsp
559489;35559489;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ARARAQUARA CI;ARARAQUARA;CONDOMINIO SATELITE;ARARAQUARA;ARARAQUARA;Urbana;14808585;-21.75550079;-48.1617012;;0;;0;;0;nunca_tratada_cmsp
559490;35559490;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ARARAQUARA CI;ARARAQUARA;CONDOMINIO SATELITE;ARARAQUARA;ARARAQUARA;Urbana;14808585;-21.80043983;-48.11632919;;1;2021-02-15;5831;2021;2021;tratada_cmsp
559520;35559520;CENTRO ATEND SOCIOEDUC ADOLESCENTE DE SAO VICENTE CI;SAO VICENTE;SAMARITA;SAO VICENTE;SAO VICENTE;Urbana;11346300;-23.98180008;-46.49449921;;1;2021-02-22;62633;2021;2021;tratada_cmsp
559532;35559532;CENTRO ATEND SOCIOEDUC ADOLESCENTE DE SOROCABA CI;SOROCABA;APARECIDA;SOROCABA;SOROCABA;Urbana;18087900;-23.4333;-47.3635;;0;;0;;0;nunca_tratada_cmsp
559544;35559544;CENTRO ATEND SOCIOEDUC ADOLESCENTE DE SOROCABA CI;SOROCABA;APARECIDINHA;SOROCABA;SOROCABA;Urbana;18087900;-23.43320084;-47.36330032;;1;2021-03-01;66074;2021;2021;tratada_cmsp
559568;35559568;CENTRO ATEND SOCIOEDUC ADOLESCENTE DE BAURU CI;BAURU;NUCLEO RESIDENCIAL PRESIDENTE GEISEL;BAURU;BAURU;Urbana;17033530;-22.33498955;-49.02017975;;1;2021-04-12;9036;2021;2021;tratada_cmsp
559581;35559581;CENTRO ATEND SOCIOEDUC ADOLESCENTE DE MARILIA CI;MARILIA;AMADEU AMARAL;MARILIA;MARILIA;Rural;17500970;-22.30003929;-50.02593994;;1;2021-04-02;18910;2021;2021;tratada_cmsp
559600;35559600;CENTRO ATEND SOCIOEDUC ADOLESCENTE PARADA DE TAIPAS CI;JARAGUA;CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE;SAO PAULO;NORTE 1;Urbana;2820000;-23.44153023;-46.71237183;;0;;0;;0;nunca_tratada_cmsp
559623;35559623;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE ITAPARICA CIP6;BRAS;BRAS;SAO PAULO;CENTRO;Urbana;3043050;-23.54788971;-46.6150589;;0;;0;;0;nunca_tratada_cmsp
559635;35559635;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE RIO PARANA CIP;BRAS;BRAS;SAO PAULO;CENTRO;Urbana;3043050;-23.54829025;-46.61537933;;0;;0;;0;nunca_tratada_cmsp
559647;35559647;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE CIP8;BRAS;BRAS;SAO PAULO;CENTRO;Urbana;3043050;-23.54829025;-46.61537933;;0;;0;;0;nunca_tratada_cmsp
559672;35559672;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE ITAPARICA CIP6;BRAS;BRAS;SAO PAULO;CENTRO;Urbana;3043050;-23.54829025;-46.61537933;;1;2021-03-05;35542;2021;2021;tratada_cmsp
559684;35559684;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE RIO PARANA CI;BRAS;BRAS;SAO PAULO;CENTRO;Urbana;3043050;-23.54829025;-46.61537933;;1;2021-02-11;23664;2021;2021;tratada_cmsp
559696;35559696;CENTRO DE ATENDIMENTO SOCIOEDUCATIVO AO ADOLESCENTE JUQUIA – CASA JUQUIA CI;BRAS;BRAS;SAO PAULO;CENTRO;Urbana;3043050;-23.54600906;-46.62034988;;1;2021-02-11;151625;2021;2021;tratada_cmsp
559702;35559702;CENTRO ATEND SOCIOEDC ADOLESC INTERNATO FEM MOOCA CI;MOOCA;ALTO DA MOOCA;SAO PAULO;CENTRO SUL;Urbana;3128070;-23.57034417;-46.58544537;;1;2021-02-10;259507;2021;2021;tratada_cmsp
559714;35559714;CENTRO ATEND SOCIOEDUC ADOLESCENTEENCOSTA NORTECI;ITAIM PAULISTA;ITAIM PAULISTA;SAO PAULO;LESTE 2;Urbana;8131300;-23.50367928;-46.37995911;;0;;0;;0;nunca_tratada_cmsp
