id_btl_id,id_btl,ano_mes,t,mdip_total,mdip_pm_servico,mdip_pm_folga,mdip_pc,mdip_adolescente,mdip_negros,label_cmdo,data_pov_mes,fase_pov,g,tratado_mes,any_mdip_pm_servico,mdip_pre_media,any_mdip_pre_media,mdip_pre_tendencia
2,10ºBPM/M,2021-06-01,54,0,0,0,0,0,0,CPA/M-6,,,0,0,0,1.22222222222222,0.555555555555556,-0.0288288288288288
2,10ºBPM/M,2021-07-01,55,1,0,1,0,0,0,CPA/M-6,,,0,0,0,1.22222222222222,0.555555555555556,-0.0288288288288288
2,10ºBPM/M,2021-08-01,56,2,1,1,0,0,0,CPA/M-6,,,0,0,1,1.22222222222222,0.555555555555556,-0.0288288288288288
2,10ºBPM/M,2021-09-01,57,0,0,0,0,0,0,CPA/M-6,,,0,0,0,1.22222222222222,0.555555555555556,-0.0288288288288288
2,10ºBPM/M,2021-10-01,58,2,1,1,0,0,1,CPA/M-6,,,0,0,1,1.22222222222222,0.555555555555556,-0.0288288288288288
2,10ºBPM/M,2021-11-01,59,3,2,1,0,0,2,CPA/M-6,,,0,0,1,1.22222222222222,0.555555555555556,-0.0288288288288288
2,10ºBPM/M,2021-12-01,60,0,0,0,0,0,0,CPA/M-6,,,0,0,0,1.22222222222222,0.555555555555556,-0.0288288288288288
3,11ºBPM/I,2017-01-01,1,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-02-01,2,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-03-01,3,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-04-01,4,1,1,0,0,0,0,CPI-2,,,0,0,1,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-05-01,5,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-06-01,6,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-07-01,7,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-08-01,8,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-09-01,9,1,0,1,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-10-01,10,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-11-01,11,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2017-12-01,12,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-01-01,13,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-02-01,14,1,1,0,0,0,1,CPI-2,,,0,0,1,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-03-01,15,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-04-01,16,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-05-01,17,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-06-01,18,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-07-01,19,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-08-01,20,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-09-01,21,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-10-01,22,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-11-01,23,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2018-12-01,24,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-01-01,25,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-02-01,26,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-03-01,27,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-04-01,28,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-05-01,29,1,1,0,0,0,0,CPI-2,,,0,0,1,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-06-01,30,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-07-01,31,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-08-01,32,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-09-01,33,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-10-01,34,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-11-01,35,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2019-12-01,36,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-01-01,37,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-02-01,38,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-03-01,39,1,1,0,0,0,1,CPI-2,,,0,0,1,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-04-01,40,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-05-01,41,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-06-01,42,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-07-01,43,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
